,dado,data,partido,variavel
10132,3,2006-12-01,PMDB,dispersao
10133,97,2006-12-01,PMDB,fidelidade_lider
10134,91,2006-12-01,PMDB,rice
10135,49,2006-12-01,PMDB,num_deputados
10136,96,2006-12-01,PMDB,governismo
10137,4,2006-12-01,PP,dispersao
10138,95,2006-12-01,PP,fidelidade_lider
10139,88,2006-12-01,PP,rice
10140,31,2006-12-01,PP,num_deputados
10141,94,2006-12-01,PP,governismo
10142,2,2006-12-01,PL,dispersao
10143,98,2006-12-01,PL,fidelidade_lider
10144,95,2006-12-01,PL,rice
10145,21,2006-12-01,PL,num_deputados
10146,98,2006-12-01,PL,governismo
10147,0,2006-12-01,PCdoB,dispersao
10148,100,2006-12-01,PCdoB,fidelidade_lider
10149,100,2006-12-01,PCdoB,rice
10150,8,2006-12-01,PCdoB,num_deputados
10151,81,2006-12-01,PCdoB,governismo
10152,11,2011-08-01,PPS,dispersao
10153,88,2011-08-01,PPS,fidelidade_lider
10154,68,2011-08-01,PPS,rice
10155,8,2011-08-01,PPS,num_deputados
10156,46,2011-08-01,PPS,governismo
10157,9,2011-08-01,PDT,dispersao
10158,85,2011-08-01,PDT,fidelidade_lider
10159,77,2011-08-01,PDT,rice
10160,21,2011-08-01,PDT,num_deputados
10161,87,2011-08-01,PDT,governismo
10162,0,2011-08-01,PTC,dispersao
10163,100,2011-08-01,PTC,fidelidade_lider
10164,0,2011-08-01,PTC,rice
10165,1,2011-08-01,PTC,num_deputados
10166,95,2011-08-01,PTC,governismo
10167,2,2011-08-01,PSOL,dispersao
10168,96,2011-08-01,PSOL,fidelidade_lider
10169,88,2011-08-01,PSOL,rice
10170,3,2011-08-01,PSOL,num_deputados
10171,40,2011-08-01,PSOL,governismo
10172,2,2011-08-01,PT,dispersao
10173,97,2011-08-01,PT,fidelidade_lider
10174,95,2011-08-01,PT,rice
10175,67,2011-08-01,PT,num_deputados
10176,97,2011-08-01,PT,governismo
10177,8,2011-08-01,PV,dispersao
10178,88,2011-08-01,PV,fidelidade_lider
10179,77,2011-08-01,PV,rice
10180,10,2011-08-01,PV,num_deputados
10181,72,2011-08-01,PV,governismo
10182,1,2011-08-01,PTdoB,dispersao
10183,98,2011-08-01,PTdoB,fidelidade_lider
10184,90,2011-08-01,PTdoB,rice
10185,3,2011-08-01,PTdoB,num_deputados
10186,89,2011-08-01,PTdoB,governismo
10187,1,2011-08-01,PRTB,dispersao
10188,94,2011-08-01,PRTB,fidelidade_lider
10189,52,2011-08-01,PRTB,rice
10190,2,2011-08-01,PRTB,num_deputados
10191,96,2011-08-01,PRTB,governismo
10192,1,2011-08-01,PHS,dispersao
10193,100,2011-08-01,PHS,fidelidade_lider
10194,60,2011-08-01,PHS,rice
10195,2,2011-08-01,PHS,num_deputados
10196,85,2011-08-01,PHS,governismo
10197,4,2011-08-01,PTB,dispersao
10198,95,2011-08-01,PTB,fidelidade_lider
10199,89,2011-08-01,PTB,rice
10200,16,2011-08-01,PTB,num_deputados
10201,92,2011-08-01,PTB,governismo
10202,2,2011-08-01,PRB,dispersao
10203,97,2011-08-01,PRB,fidelidade_lider
10204,96,2011-08-01,PRB,rice
10205,9,2011-08-01,PRB,num_deputados
10206,87,2011-08-01,PRB,governismo
10207,0,2011-08-01,PRP,dispersao
10208,100,2011-08-01,PRP,fidelidade_lider
10209,48,2011-08-01,PRP,rice
10210,2,2011-08-01,PRP,num_deputados
10211,90,2011-08-01,PRP,governismo
10212,3,2011-08-01,PSB,dispersao
10213,95,2011-08-01,PSB,fidelidade_lider
10214,92,2011-08-01,PSB,rice
10215,23,2011-08-01,PSB,num_deputados
10216,94,2011-08-01,PSB,governismo
10217,5,2011-08-01,DEM,dispersao
10218,93,2011-08-01,DEM,fidelidade_lider
10219,86,2011-08-01,DEM,rice
10220,27,2011-08-01,DEM,num_deputados
10221,48,2011-08-01,DEM,governismo
10222,4,2011-08-01,PSC,dispersao
10223,94,2011-08-01,PSC,fidelidade_lider
10224,90,2011-08-01,PSC,rice
10225,13,2011-08-01,PSC,num_deputados
10226,87,2011-08-01,PSC,governismo
10227,4,2011-08-01,PSDB,dispersao
10228,97,2011-08-01,PSDB,fidelidade_lider
10229,91,2011-08-01,PSDB,rice
10230,34,2011-08-01,PSDB,num_deputados
10231,46,2011-08-01,PSDB,governismo
10232,4,2011-08-01,PMDB,dispersao
10233,95,2011-08-01,PMDB,fidelidade_lider
10234,89,2011-08-01,PMDB,rice
10235,57,2011-08-01,PMDB,num_deputados
10236,91,2011-08-01,PMDB,governismo
10237,5,2011-08-01,PP,dispersao
10238,92,2011-08-01,PP,fidelidade_lider
10239,88,2011-08-01,PP,rice
10240,29,2011-08-01,PP,num_deputados
10241,92,2011-08-01,PP,governismo
10242,2,2011-08-01,PSL,dispersao
10243,88,2011-08-01,PSL,fidelidade_lider
10244,39,2011-08-01,PSL,rice
10245,2,2011-08-01,PSL,num_deputados
10246,92,2011-08-01,PSL,governismo
10247,1,2011-08-01,PCdoB,dispersao
10248,100,2011-08-01,PCdoB,fidelidade_lider
10249,98,2011-08-01,PCdoB,rice
10250,11,2011-08-01,PCdoB,num_deputados
10251,95,2011-08-01,PCdoB,governismo
10252,5,2011-08-01,PMN,dispersao
10253,17,2011-08-01,PMN,fidelidade_lider
10254,73,2011-08-01,PMN,rice
10255,3,2011-08-01,PMN,num_deputados
10256,87,2011-08-01,PMN,governismo
10257,3,2011-08-01,PR,dispersao
10258,98,2011-08-01,PR,fidelidade_lider
10259,91,2011-08-01,PR,rice
10260,27,2011-08-01,PR,num_deputados
10261,87,2011-08-01,PR,governismo
10262,7,2007-09-01,PPS,dispersao
10263,94,2007-09-01,PPS,fidelidade_lider
10264,78,2007-09-01,PPS,rice
10265,8,2007-09-01,PPS,num_deputados
10266,51,2007-09-01,PPS,governismo
10267,2,2007-09-01,PDT,dispersao
10268,97,2007-09-01,PDT,fidelidade_lider
10269,94,2007-09-01,PDT,rice
10270,18,2007-09-01,PDT,num_deputados
10271,95,2007-09-01,PDT,governismo
10272,1,2007-09-01,PTC,dispersao
10273,94,2007-09-01,PTC,fidelidade_lider
10274,20,2007-09-01,PTC,rice
10275,1,2007-09-01,PTC,num_deputados
10276,92,2007-09-01,PTC,governismo
10277,3,2007-09-01,PSOL,dispersao
10278,99,2007-09-01,PSOL,fidelidade_lider
10279,82,2007-09-01,PSOL,rice
10280,2,2007-09-01,PSOL,num_deputados
10281,57,2007-09-01,PSOL,governismo
10282,0,2007-09-01,PT,dispersao
10283,99,2007-09-01,PT,fidelidade_lider
10284,98,2007-09-01,PT,rice
10285,64,2007-09-01,PT,num_deputados
10286,100,2007-09-01,PT,governismo
10287,6,2007-09-01,PV,dispersao
10288,91,2007-09-01,PV,fidelidade_lider
10289,85,2007-09-01,PV,rice
10290,10,2007-09-01,PV,num_deputados
10291,91,2007-09-01,PV,governismo
10292,0,2007-09-01,PTdoB,dispersao
10293,0,2007-09-01,PTdoB,rice
10294,1,2007-09-01,PTdoB,num_deputados
10295,93,2007-09-01,PTdoB,governismo
10296,1,2007-09-01,PHS,dispersao
10297,97,2007-09-01,PHS,fidelidade_lider
10298,59,2007-09-01,PHS,rice
10299,2,2007-09-01,PHS,num_deputados
10300,97,2007-09-01,PHS,governismo
10301,6,2007-09-01,PTB,dispersao
10302,94,2007-09-01,PTB,fidelidade_lider
10303,86,2007-09-01,PTB,rice
10304,16,2007-09-01,PTB,num_deputados
10305,93,2007-09-01,PTB,governismo
10306,0,2007-09-01,PRB,dispersao
10307,99,2007-09-01,PRB,fidelidade_lider
10308,71,2007-09-01,PRB,rice
10309,2,2007-09-01,PRB,num_deputados
10310,98,2007-09-01,PRB,governismo
10311,2,2007-09-01,PAN,dispersao
10312,100,2007-09-01,PAN,fidelidade_lider
10313,91,2007-09-01,PAN,rice
10314,3,2007-09-01,PAN,num_deputados
10315,93,2007-09-01,PAN,governismo
10316,5,2007-09-01,PSB,dispersao
10317,95,2007-09-01,PSB,fidelidade_lider
10318,88,2007-09-01,PSB,rice
10319,22,2007-09-01,PSB,num_deputados
10320,93,2007-09-01,PSB,governismo
10321,6,2007-09-01,DEM,dispersao
10322,93,2007-09-01,DEM,fidelidade_lider
10323,85,2007-09-01,DEM,rice
10324,34,2007-09-01,DEM,num_deputados
10325,57,2007-09-01,DEM,governismo
10326,4,2007-09-01,PSC,dispersao
10327,87,2007-09-01,PSC,fidelidade_lider
10328,89,2007-09-01,PSC,rice
10329,7,2007-09-01,PSC,num_deputados
10330,92,2007-09-01,PSC,governismo
10331,2,2007-09-01,PSDB,dispersao
10332,98,2007-09-01,PSDB,fidelidade_lider
10333,94,2007-09-01,PSDB,rice
10334,37,2007-09-01,PSDB,num_deputados
10335,51,2007-09-01,PSDB,governismo
10336,4,2007-09-01,PMDB,dispersao
10337,95,2007-09-01,PMDB,fidelidade_lider
10338,91,2007-09-01,PMDB,rice
10339,66,2007-09-01,PMDB,num_deputados
10340,92,2007-09-01,PMDB,governismo
10341,3,2007-09-01,PP,dispersao
10342,96,2007-09-01,PP,fidelidade_lider
10343,91,2007-09-01,PP,rice
10344,30,2007-09-01,PP,num_deputados
10345,94,2007-09-01,PP,governismo
10346,1,2007-09-01,PCdoB,dispersao
10347,99,2007-09-01,PCdoB,fidelidade_lider
10348,97,2007-09-01,PCdoB,rice
10349,11,2007-09-01,PCdoB,num_deputados
10350,90,2007-09-01,PCdoB,governismo
10351,2,2007-09-01,PMN,dispersao
10352,94,2007-09-01,PMN,fidelidade_lider
10353,91,2007-09-01,PMN,rice
10354,4,2007-09-01,PMN,num_deputados
10355,96,2007-09-01,PMN,governismo
10356,2,2007-09-01,PR,dispersao
10357,98,2007-09-01,PR,fidelidade_lider
10358,95,2007-09-01,PR,rice
10359,30,2007-09-01,PR,num_deputados
10360,93,2007-09-01,PR,governismo
10361,6,2013-03-01,PPS,dispersao
10362,96,2013-03-01,PPS,fidelidade_lider
10363,81,2013-03-01,PPS,rice
10364,7,2013-03-01,PPS,num_deputados
10365,36,2013-03-01,PPS,governismo
10366,9,2013-03-01,PDT,dispersao
10367,90,2013-03-01,PDT,fidelidade_lider
10368,78,2013-03-01,PDT,rice
10369,18,2013-03-01,PDT,num_deputados
10370,72,2013-03-01,PDT,governismo
10371,0,2013-03-01,PTC,dispersao
10372,100,2013-03-01,PTC,fidelidade_lider
10373,0,2013-03-01,PTC,rice
10374,1,2013-03-01,PTC,num_deputados
10375,100,2013-03-01,PTC,governismo
10376,1,2013-03-01,PSOL,dispersao
10377,97,2013-03-01,PSOL,fidelidade_lider
10378,82,2013-03-01,PSOL,rice
10379,2,2013-03-01,PSOL,num_deputados
10380,54,2013-03-01,PSOL,governismo
10381,2,2013-03-01,PT,dispersao
10382,97,2013-03-01,PT,fidelidade_lider
10383,95,2013-03-01,PT,rice
10384,59,2013-03-01,PT,num_deputados
10385,96,2013-03-01,PT,governismo
10386,12,2013-03-01,PV,dispersao
10387,78,2013-03-01,PV,fidelidade_lider
10388,61,2013-03-01,PV,rice
10389,7,2013-03-01,PV,num_deputados
10390,60,2013-03-01,PV,governismo
10391,2,2013-03-01,PEN,dispersao
10392,27,2013-03-01,PEN,rice
10393,1,2013-03-01,PEN,num_deputados
10394,58,2013-03-01,PEN,governismo
10395,2,2013-03-01,PTdoB,dispersao
10396,100,2013-03-01,PTdoB,fidelidade_lider
10397,58,2013-03-01,PTdoB,rice
10398,2,2013-03-01,PTdoB,num_deputados
10399,60,2013-03-01,PTdoB,governismo
10400,0,2013-03-01,PRTB,dispersao
10401,64,2013-03-01,PRTB,fidelidade_lider
10402,0,2013-03-01,PRTB,rice
10403,1,2013-03-01,PRTB,num_deputados
10404,57,2013-03-01,PRTB,governismo
10405,0,2013-03-01,PHS,dispersao
10406,92,2013-03-01,PHS,fidelidade_lider
10407,0,2013-03-01,PHS,rice
10408,1,2013-03-01,PHS,num_deputados
10409,64,2013-03-01,PHS,governismo
10410,11,2013-03-01,PTB,dispersao
10411,80,2013-03-01,PTB,fidelidade_lider
10412,70,2013-03-01,PTB,rice
10413,12,2013-03-01,PTB,num_deputados
10414,60,2013-03-01,PTB,governismo
10415,5,2013-03-01,PRB,dispersao
10416,97,2013-03-01,PRB,fidelidade_lider
10417,87,2013-03-01,PRB,rice
10418,7,2013-03-01,PRB,num_deputados
10419,69,2013-03-01,PRB,governismo
10420,2,2013-03-01,PRP,dispersao
10421,86,2013-03-01,PRP,fidelidade_lider
10422,20,2013-03-01,PRP,rice
10423,2,2013-03-01,PRP,num_deputados
10424,53,2013-03-01,PRP,governismo
10425,6,2013-03-01,PSB,dispersao
10426,97,2013-03-01,PSB,fidelidade_lider
10427,82,2013-03-01,PSB,rice
10428,19,2013-03-01,PSB,num_deputados
10429,78,2013-03-01,PSB,governismo
10430,5,2013-03-01,DEM,dispersao
10431,96,2013-03-01,DEM,fidelidade_lider
10432,89,2013-03-01,DEM,rice
10433,18,2013-03-01,DEM,num_deputados
10434,43,2013-03-01,DEM,governismo
10435,8,2013-03-01,PSC,dispersao
10436,93,2013-03-01,PSC,fidelidade_lider
10437,79,2013-03-01,PSC,rice
10438,11,2013-03-01,PSC,num_deputados
10439,65,2013-03-01,PSC,governismo
10440,4,2013-03-01,PSDB,dispersao
10441,97,2013-03-01,PSDB,fidelidade_lider
10442,88,2013-03-01,PSDB,rice
10443,31,2013-03-01,PSDB,num_deputados
10444,38,2013-03-01,PSDB,governismo
10445,6,2013-03-01,PMDB,dispersao
10446,95,2013-03-01,PMDB,fidelidade_lider
10447,83,2013-03-01,PMDB,rice
10448,51,2013-03-01,PMDB,num_deputados
10449,78,2013-03-01,PMDB,governismo
10450,10,2013-03-01,PP,dispersao
10451,91,2013-03-01,PP,fidelidade_lider
10452,71,2013-03-01,PP,rice
10453,24,2013-03-01,PP,num_deputados
10454,68,2013-03-01,PP,governismo
10455,5,2013-03-01,PSD,dispersao
10456,96,2013-03-01,PSD,fidelidade_lider
10457,85,2013-03-01,PSD,rice
10458,33,2013-03-01,PSD,num_deputados
10459,48,2013-03-01,PSD,governismo
10460,0,2013-03-01,PSL,dispersao
10461,87,2013-03-01,PSL,fidelidade_lider
10462,0,2013-03-01,PSL,rice
10463,1,2013-03-01,PSL,num_deputados
10464,78,2013-03-01,PSL,governismo
10465,2,2013-03-01,PCdoB,dispersao
10466,97,2013-03-01,PCdoB,fidelidade_lider
10467,95,2013-03-01,PCdoB,rice
10468,9,2013-03-01,PCdoB,num_deputados
10469,79,2013-03-01,PCdoB,governismo
10470,4,2013-03-01,PMN,dispersao
10471,21,2013-03-01,PMN,fidelidade_lider
10472,53,2013-03-01,PMN,rice
10473,2,2013-03-01,PMN,num_deputados
10474,42,2013-03-01,PMN,governismo
10475,10,2013-03-01,PR,dispersao
10476,89,2013-03-01,PR,fidelidade_lider
10477,72,2013-03-01,PR,rice
10478,20,2013-03-01,PR,num_deputados
10479,69,2013-03-01,PR,governismo
10480,4,2012-12-01,PPS,dispersao
10481,96,2012-12-01,PPS,fidelidade_lider
10482,85,2012-12-01,PPS,rice
10483,5,2012-12-01,PPS,num_deputados
10484,65,2012-12-01,PPS,governismo
10485,6,2012-12-01,PDT,dispersao
10486,92,2012-12-01,PDT,fidelidade_lider
10487,83,2012-12-01,PDT,rice
10488,16,2012-12-01,PDT,num_deputados
10489,85,2012-12-01,PDT,governismo
10490,0,2012-12-01,PTC,dispersao
10491,100,2012-12-01,PTC,fidelidade_lider
10492,0,2012-12-01,PTC,rice
10493,1,2012-12-01,PTC,num_deputados
10494,100,2012-12-01,PTC,governismo
10495,1,2012-12-01,PSOL,dispersao
10496,94,2012-12-01,PSOL,fidelidade_lider
10497,85,2012-12-01,PSOL,rice
10498,2,2012-12-01,PSOL,num_deputados
10499,77,2012-12-01,PSOL,governismo
10500,1,2012-12-01,PT,dispersao
10501,98,2012-12-01,PT,fidelidade_lider
10502,97,2012-12-01,PT,rice
10503,59,2012-12-01,PT,num_deputados
10504,97,2012-12-01,PT,governismo
10505,5,2012-12-01,PV,dispersao
10506,86,2012-12-01,PV,fidelidade_lider
10507,82,2012-12-01,PV,rice
10508,6,2012-12-01,PV,num_deputados
10509,83,2012-12-01,PV,governismo
10510,3,2012-12-01,PEN,dispersao
10511,13,2012-12-01,PEN,rice
10512,1,2012-12-01,PEN,num_deputados
10513,73,2012-12-01,PEN,governismo
10514,3,2012-12-01,PTdoB,dispersao
10515,97,2012-12-01,PTdoB,fidelidade_lider
10516,45,2012-12-01,PTdoB,rice
10517,2,2012-12-01,PTdoB,num_deputados
10518,73,2012-12-01,PTdoB,governismo
10519,0,2012-12-01,PRTB,dispersao
10520,56,2012-12-01,PRTB,fidelidade_lider
10521,0,2012-12-01,PRTB,rice
10522,1,2012-12-01,PRTB,num_deputados
10523,80,2012-12-01,PRTB,governismo
10524,0,2012-12-01,PHS,dispersao
10525,92,2012-12-01,PHS,fidelidade_lider
10526,0,2012-12-01,PHS,rice
10527,1,2012-12-01,PHS,num_deputados
10528,80,2012-12-01,PHS,governismo
10529,6,2012-12-01,PTB,dispersao
10530,88,2012-12-01,PTB,fidelidade_lider
10531,83,2012-12-01,PTB,rice
10532,11,2012-12-01,PTB,num_deputados
10533,80,2012-12-01,PTB,governismo
10534,4,2012-12-01,PRB,dispersao
10535,97,2012-12-01,PRB,fidelidade_lider
10536,89,2012-12-01,PRB,rice
10537,7,2012-12-01,PRB,num_deputados
10538,87,2012-12-01,PRB,governismo
10539,1,2012-12-01,PRP,dispersao
10540,82,2012-12-01,PRP,fidelidade_lider
10541,18,2012-12-01,PRP,rice
10542,1,2012-12-01,PRP,num_deputados
10543,88,2012-12-01,PRP,governismo
10544,4,2012-12-01,PSB,dispersao
10545,96,2012-12-01,PSB,fidelidade_lider
10546,88,2012-12-01,PSB,rice
10547,19,2012-12-01,PSB,num_deputados
10548,91,2012-12-01,PSB,governismo
10549,4,2012-12-01,DEM,dispersao
10550,94,2012-12-01,DEM,fidelidade_lider
10551,89,2012-12-01,DEM,rice
10552,16,2012-12-01,DEM,num_deputados
10553,62,2012-12-01,DEM,governismo
10554,5,2012-12-01,PSC,dispersao
10555,96,2012-12-01,PSC,fidelidade_lider
10556,86,2012-12-01,PSC,rice
10557,9,2012-12-01,PSC,num_deputados
10558,78,2012-12-01,PSC,governismo
10559,4,2012-12-01,PSDB,dispersao
10560,98,2012-12-01,PSDB,fidelidade_lider
10561,89,2012-12-01,PSDB,rice
10562,26,2012-12-01,PSDB,num_deputados
10563,57,2012-12-01,PSDB,governismo
10564,4,2012-12-01,PMDB,dispersao
10565,95,2012-12-01,PMDB,fidelidade_lider
10566,90,2012-12-01,PMDB,rice
10567,46,2012-12-01,PMDB,num_deputados
10568,87,2012-12-01,PMDB,governismo
10569,6,2012-12-01,PP,dispersao
10570,95,2012-12-01,PP,fidelidade_lider
10571,81,2012-12-01,PP,rice
10572,22,2012-12-01,PP,num_deputados
10573,81,2012-12-01,PP,governismo
10574,4,2012-12-01,PSD,dispersao
10575,97,2012-12-01,PSD,fidelidade_lider
10576,89,2012-12-01,PSD,rice
10577,30,2012-12-01,PSD,num_deputados
10578,71,2012-12-01,PSD,governismo
10579,0,2012-12-01,PSL,dispersao
10580,86,2012-12-01,PSL,fidelidade_lider
10581,0,2012-12-01,PSL,rice
10582,1,2012-12-01,PSL,num_deputados
10583,91,2012-12-01,PSL,governismo
10584,1,2012-12-01,PCdoB,dispersao
10585,97,2012-12-01,PCdoB,fidelidade_lider
10586,96,2012-12-01,PCdoB,rice
10587,8,2012-12-01,PCdoB,num_deputados
10588,95,2012-12-01,PCdoB,governismo
10589,3,2012-12-01,PMN,dispersao
10590,0,2012-12-01,PMN,rice
10591,1,2012-12-01,PMN,num_deputados
10592,57,2012-12-01,PMN,governismo
10593,7,2012-12-01,PR,dispersao
10594,89,2012-12-01,PR,fidelidade_lider
10595,80,2012-12-01,PR,rice
10596,18,2012-12-01,PR,num_deputados
10597,82,2012-12-01,PR,governismo
10598,3,2004-08-01,PPS,dispersao
10599,93,2004-08-01,PPS,fidelidade_lider
10600,91,2004-08-01,PPS,rice
10601,15,2004-08-01,PPS,num_deputados
10602,94,2004-08-01,PPS,governismo
10603,4,2004-08-01,PDT,dispersao
10604,92,2004-08-01,PDT,fidelidade_lider
10605,87,2004-08-01,PDT,rice
10606,7,2004-08-01,PDT,num_deputados
10607,82,2004-08-01,PDT,governismo
10608,1,2004-08-01,PT,dispersao
10609,99,2004-08-01,PT,fidelidade_lider
10610,98,2004-08-01,PT,rice
10611,67,2004-08-01,PT,num_deputados
10612,97,2004-08-01,PT,governismo
10613,9,2004-08-01,PV,dispersao
10614,87,2004-08-01,PV,fidelidade_lider
10615,70,2004-08-01,PV,rice
10616,4,2004-08-01,PV,num_deputados
10617,82,2004-08-01,PV,governismo
10618,6,2004-08-01,PTB,dispersao
10619,92,2004-08-01,PTB,fidelidade_lider
10620,85,2004-08-01,PTB,rice
10621,33,2004-08-01,PTB,num_deputados
10622,92,2004-08-01,PTB,governismo
10623,0,2004-08-01,PRONA,dispersao
10624,63,2004-08-01,PRONA,rice
10625,2,2004-08-01,PRONA,num_deputados
10626,50,2004-08-01,PRONA,governismo
10627,2,2004-08-01,PSB,dispersao
10628,97,2004-08-01,PSB,fidelidade_lider
10629,95,2004-08-01,PSB,rice
10630,13,2004-08-01,PSB,num_deputados
10631,98,2004-08-01,PSB,governismo
10632,6,2004-08-01,DEM,dispersao
10633,95,2004-08-01,DEM,fidelidade_lider
10634,86,2004-08-01,DEM,rice
10635,36,2004-08-01,DEM,num_deputados
10636,64,2004-08-01,DEM,governismo
10637,2,2004-08-01,PSC,dispersao
10638,95,2004-08-01,PSC,fidelidade_lider
10639,95,2004-08-01,PSC,rice
10640,5,2004-08-01,PSC,num_deputados
10641,96,2004-08-01,PSC,governismo
10642,5,2004-08-01,PSDB,dispersao
10643,94,2004-08-01,PSDB,fidelidade_lider
10644,88,2004-08-01,PSDB,rice
10645,28,2004-08-01,PSDB,num_deputados
10646,63,2004-08-01,PSDB,governismo
10647,7,2004-08-01,PMDB,dispersao
10648,88,2004-08-01,PMDB,fidelidade_lider
10649,81,2004-08-01,PMDB,rice
10650,49,2004-08-01,PMDB,num_deputados
10651,89,2004-08-01,PMDB,governismo
10652,6,2004-08-01,PP,dispersao
10653,92,2004-08-01,PP,fidelidade_lider
10654,84,2004-08-01,PP,rice
10655,33,2004-08-01,PP,num_deputados
10656,92,2004-08-01,PP,governismo
10657,2,2004-08-01,PL,dispersao
10658,98,2004-08-01,PL,fidelidade_lider
10659,94,2004-08-01,PL,rice
10660,27,2004-08-01,PL,num_deputados
10661,97,2004-08-01,PL,governismo
10662,0,2004-08-01,PSL,dispersao
10663,100,2004-08-01,PSL,fidelidade_lider
10664,0,2004-08-01,PSL,rice
10665,1,2004-08-01,PSL,num_deputados
10666,100,2004-08-01,PSL,governismo
10667,1,2004-08-01,PCdoB,dispersao
10668,100,2004-08-01,PCdoB,fidelidade_lider
10669,98,2004-08-01,PCdoB,rice
10670,7,2004-08-01,PCdoB,num_deputados
10671,97,2004-08-01,PCdoB,governismo
10672,2,2004-01-01,PPS,dispersao
10673,98,2004-01-01,PPS,fidelidade_lider
10674,95,2004-01-01,PPS,rice
10675,14,2004-01-01,PPS,num_deputados
10676,96,2004-01-01,PPS,governismo
10677,6,2004-01-01,PDT,dispersao
10678,91,2004-01-01,PDT,fidelidade_lider
10679,84,2004-01-01,PDT,rice
10680,9,2004-01-01,PDT,num_deputados
10681,91,2004-01-01,PDT,governismo
10682,2,2004-01-01,PT,dispersao
10683,97,2004-01-01,PT,fidelidade_lider
10684,95,2004-01-01,PT,rice
10685,71,2004-01-01,PT,num_deputados
10686,97,2004-01-01,PT,governismo
10687,9,2004-01-01,PV,dispersao
10688,84,2004-01-01,PV,fidelidade_lider
10689,71,2004-01-01,PV,rice
10690,4,2004-01-01,PV,num_deputados
10691,82,2004-01-01,PV,governismo
10692,7,2004-01-01,PTB,dispersao
10693,93,2004-01-01,PTB,fidelidade_lider
10694,85,2004-01-01,PTB,rice
10695,36,2004-01-01,PTB,num_deputados
10696,92,2004-01-01,PTB,governismo
10697,1,2004-01-01,PRONA,dispersao
10698,95,2004-01-01,PRONA,rice
10699,5,2004-01-01,PRONA,num_deputados
10700,33,2004-01-01,PRONA,governismo
10701,3,2004-01-01,PSB,dispersao
10702,95,2004-01-01,PSB,fidelidade_lider
10703,92,2004-01-01,PSB,rice
10704,15,2004-01-01,PSB,num_deputados
10705,95,2004-01-01,PSB,governismo
10706,13,2004-01-01,DEM,dispersao
10707,82,2004-01-01,DEM,fidelidade_lider
10708,64,2004-01-01,DEM,rice
10709,41,2004-01-01,DEM,num_deputados
10710,54,2004-01-01,DEM,governismo
10711,0,2004-01-01,PSC,dispersao
10712,100,2004-01-01,PSC,fidelidade_lider
10713,91,2004-01-01,PSC,rice
10714,4,2004-01-01,PSC,num_deputados
10715,99,2004-01-01,PSC,governismo
10716,10,2004-01-01,PSDB,dispersao
10717,82,2004-01-01,PSDB,fidelidade_lider
10718,71,2004-01-01,PSDB,rice
10719,34,2004-01-01,PSDB,num_deputados
10720,54,2004-01-01,PSDB,governismo
10721,4,2004-01-01,PMDB,dispersao
10722,93,2004-01-01,PMDB,fidelidade_lider
10723,90,2004-01-01,PMDB,rice
10724,51,2004-01-01,PMDB,num_deputados
10725,94,2004-01-01,PMDB,governismo
10726,7,2004-01-01,PP,dispersao
10727,89,2004-01-01,PP,fidelidade_lider
10728,81,2004-01-01,PP,rice
10729,31,2004-01-01,PP,num_deputados
10730,90,2004-01-01,PP,governismo
10731,1,2004-01-01,PL,dispersao
10732,97,2004-01-01,PL,fidelidade_lider
10733,97,2004-01-01,PL,rice
10734,26,2004-01-01,PL,num_deputados
10735,97,2004-01-01,PL,governismo
10736,0,2004-01-01,PSL,dispersao
10737,100,2004-01-01,PSL,fidelidade_lider
10738,0,2004-01-01,PSL,rice
10739,1,2004-01-01,PSL,num_deputados
10740,97,2004-01-01,PSL,governismo
10741,1,2004-01-01,PCdoB,dispersao
10742,97,2004-01-01,PCdoB,fidelidade_lider
10743,94,2004-01-01,PCdoB,rice
10744,8,2004-01-01,PCdoB,num_deputados
10745,97,2004-01-01,PCdoB,governismo
10746,0,2004-01-01,PMN,dispersao
10747,0,2004-01-01,PMN,rice
10748,1,2004-01-01,PMN,num_deputados
10749,100,2004-01-01,PMN,governismo
10750,4,2009-03-01,PPS,dispersao
10751,96,2009-03-01,PPS,fidelidade_lider
10752,86,2009-03-01,PPS,rice
10753,8,2009-03-01,PPS,num_deputados
10754,68,2009-03-01,PPS,governismo
10755,2,2009-03-01,PDT,dispersao
10756,99,2009-03-01,PDT,fidelidade_lider
10757,93,2009-03-01,PDT,rice
10758,17,2009-03-01,PDT,num_deputados
10759,97,2009-03-01,PDT,governismo
10760,0,2009-03-01,PTC,dispersao
10761,100,2009-03-01,PTC,fidelidade_lider
10762,0,2009-03-01,PTC,rice
10763,1,2009-03-01,PTC,num_deputados
10764,100,2009-03-01,PTC,governismo
10765,0,2009-03-01,PSOL,dispersao
10766,100,2009-03-01,PSOL,fidelidade_lider
10767,100,2009-03-01,PSOL,rice
10768,3,2009-03-01,PSOL,num_deputados
10769,55,2009-03-01,PSOL,governismo
10770,1,2009-03-01,PT,dispersao
10771,98,2009-03-01,PT,fidelidade_lider
10772,97,2009-03-01,PT,rice
10773,59,2009-03-01,PT,num_deputados
10774,99,2009-03-01,PT,governismo
10775,2,2009-03-01,PV,dispersao
10776,95,2009-03-01,PV,fidelidade_lider
10777,94,2009-03-01,PV,rice
10778,10,2009-03-01,PV,num_deputados
10779,92,2009-03-01,PV,governismo
10780,0,2009-03-01,PTdoB,dispersao
10781,0,2009-03-01,PTdoB,rice
