,dado,data,partido,variavel
0,2,2006-07-01,PPS,dispersao
1,99,2006-07-01,PPS,fidelidade_lider
2,95,2006-07-01,PPS,rice
3,11,2006-07-01,PPS,num_deputados
4,66,2006-07-01,PPS,governismo
5,4,2006-07-01,PDT,dispersao
6,97,2006-07-01,PDT,fidelidade_lider
7,89,2006-07-01,PDT,rice
8,15,2006-07-01,PDT,num_deputados
9,67,2006-07-01,PDT,governismo
10,0,2006-07-01,PTC,dispersao
11,0,2006-07-01,PTC,rice
12,1,2006-07-01,PTC,num_deputados
13,88,2006-07-01,PTC,governismo
14,3,2006-07-01,PSOL,dispersao
15,98,2006-07-01,PSOL,fidelidade_lider
16,93,2006-07-01,PSOL,rice
17,6,2006-07-01,PSOL,num_deputados
18,66,2006-07-01,PSOL,governismo
19,2,2006-07-01,PT,dispersao
20,98,2006-07-01,PT,fidelidade_lider
21,96,2006-07-01,PT,rice
22,62,2006-07-01,PT,num_deputados
23,98,2006-07-01,PT,governismo
24,4,2006-07-01,PV,dispersao
25,97,2006-07-01,PV,fidelidade_lider
26,88,2006-07-01,PV,rice
27,4,2006-07-01,PV,num_deputados
28,65,2006-07-01,PV,governismo
29,5,2006-07-01,PTB,dispersao
30,94,2006-07-01,PTB,fidelidade_lider
31,86,2006-07-01,PTB,rice
32,28,2006-07-01,PTB,num_deputados
33,88,2006-07-01,PTB,governismo
34,0,2006-07-01,PRONA,dispersao
35,54,2006-07-01,PRONA,rice
36,2,2006-07-01,PRONA,num_deputados
37,47,2006-07-01,PRONA,governismo
38,3,2006-07-01,PMR,dispersao
39,48,2006-07-01,PMR,rice
40,2,2006-07-01,PMR,num_deputados
41,84,2006-07-01,PMR,governismo
42,0,2006-07-01,PRB,dispersao
43,50,2006-07-01,PRB,rice
44,2,2006-07-01,PRB,num_deputados
45,50,2006-07-01,PRB,governismo
46,6,2006-07-01,PSB,dispersao
47,89,2006-07-01,PSB,fidelidade_lider
48,82,2006-07-01,PSB,rice
49,20,2006-07-01,PSB,num_deputados
50,91,2006-07-01,PSB,governismo
51,2,2006-07-01,DEM,dispersao
52,97,2006-07-01,DEM,fidelidade_lider
53,94,2006-07-01,DEM,rice
54,39,2006-07-01,DEM,num_deputados
55,48,2006-07-01,DEM,governismo
56,5,2006-07-01,PSC,dispersao
57,85,2006-07-01,PSC,fidelidade_lider
58,84,2006-07-01,PSC,rice
59,4,2006-07-01,PSC,num_deputados
60,86,2006-07-01,PSC,governismo
61,2,2006-07-01,PSDB,dispersao
62,99,2006-07-01,PSDB,fidelidade_lider
63,95,2006-07-01,PSDB,rice
64,35,2006-07-01,PSDB,num_deputados
65,47,2006-07-01,PSDB,governismo
66,8,2006-07-01,PMDB,dispersao
67,88,2006-07-01,PMDB,fidelidade_lider
68,77,2006-07-01,PMDB,rice
69,53,2006-07-01,PMDB,num_deputados
70,83,2006-07-01,PMDB,governismo
71,9,2006-07-01,PP,dispersao
72,87,2006-07-01,PP,fidelidade_lider
73,76,2006-07-01,PP,rice
74,33,2006-07-01,PP,num_deputados
75,83,2006-07-01,PP,governismo
76,4,2006-07-01,PL,dispersao
77,96,2006-07-01,PL,fidelidade_lider
78,90,2006-07-01,PL,rice
79,25,2006-07-01,PL,num_deputados
80,92,2006-07-01,PL,governismo
81,0,2006-07-01,PCdoB,dispersao
82,100,2006-07-01,PCdoB,fidelidade_lider
83,100,2006-07-01,PCdoB,rice
84,8,2006-07-01,PCdoB,num_deputados
85,89,2006-07-01,PCdoB,governismo
86,1,2003-10-01,PPS,dispersao
87,99,2003-10-01,PPS,fidelidade_lider
88,95,2003-10-01,PPS,rice
89,14,2003-10-01,PPS,num_deputados
90,97,2003-10-01,PPS,governismo
91,6,2003-10-01,PDT,dispersao
92,92,2003-10-01,PDT,fidelidade_lider
93,85,2003-10-01,PDT,rice
94,10,2003-10-01,PDT,num_deputados
95,91,2003-10-01,PDT,governismo
96,2,2003-10-01,PT,dispersao
97,97,2003-10-01,PT,fidelidade_lider
98,96,2003-10-01,PT,rice
99,72,2003-10-01,PT,num_deputados
100,97,2003-10-01,PT,governismo
101,8,2003-10-01,PV,dispersao
102,87,2003-10-01,PV,fidelidade_lider
103,74,2003-10-01,PV,rice
104,4,2003-10-01,PV,num_deputados
105,84,2003-10-01,PV,governismo
106,6,2003-10-01,PTB,dispersao
107,94,2003-10-01,PTB,fidelidade_lider
108,86,2003-10-01,PTB,rice
109,36,2003-10-01,PTB,num_deputados
110,91,2003-10-01,PTB,governismo
111,1,2003-10-01,PRONA,dispersao
112,99,2003-10-01,PRONA,rice
113,5,2003-10-01,PRONA,num_deputados
114,37,2003-10-01,PRONA,governismo
115,11,2003-10-01,PPB,dispersao
116,79,2003-10-01,PPB,fidelidade_lider
117,63,2003-10-01,PPB,rice
118,31,2003-10-01,PPB,num_deputados
119,71,2003-10-01,PPB,governismo
120,3,2003-10-01,PSB,dispersao
121,95,2003-10-01,PSB,fidelidade_lider
122,92,2003-10-01,PSB,rice
123,17,2003-10-01,PSB,num_deputados
124,94,2003-10-01,PSB,governismo
125,12,2003-10-01,DEM,dispersao
126,86,2003-10-01,DEM,fidelidade_lider
127,67,2003-10-01,DEM,rice
128,44,2003-10-01,DEM,num_deputados
129,56,2003-10-01,DEM,governismo
130,0,2003-10-01,PSC,dispersao
131,100,2003-10-01,PSC,fidelidade_lider
132,89,2003-10-01,PSC,rice
133,4,2003-10-01,PSC,num_deputados
134,100,2003-10-01,PSC,governismo
135,10,2003-10-01,PSDB,dispersao
136,86,2003-10-01,PSDB,fidelidade_lider
137,73,2003-10-01,PSDB,rice
138,37,2003-10-01,PSDB,num_deputados
139,57,2003-10-01,PSDB,governismo
140,4,2003-10-01,PMDB,dispersao
141,93,2003-10-01,PMDB,fidelidade_lider
142,90,2003-10-01,PMDB,rice
143,50,2003-10-01,PMDB,num_deputados
144,93,2003-10-01,PMDB,governismo
145,7,2003-10-01,PP,dispersao
146,89,2003-10-01,PP,fidelidade_lider
147,81,2003-10-01,PP,rice
148,32,2003-10-01,PP,num_deputados
149,89,2003-10-01,PP,governismo
150,1,2003-10-01,PL,dispersao
151,96,2003-10-01,PL,fidelidade_lider
152,97,2003-10-01,PL,rice
153,26,2003-10-01,PL,num_deputados
154,97,2003-10-01,PL,governismo
155,0,2003-10-01,PSL,dispersao
156,100,2003-10-01,PSL,fidelidade_lider
157,0,2003-10-01,PSL,rice
158,1,2003-10-01,PSL,num_deputados
159,96,2003-10-01,PSL,governismo
160,1,2003-10-01,PCdoB,dispersao
161,98,2003-10-01,PCdoB,fidelidade_lider
162,95,2003-10-01,PCdoB,rice
163,9,2003-10-01,PCdoB,num_deputados
164,97,2003-10-01,PCdoB,governismo
165,0,2003-10-01,PMN,dispersao
166,0,2003-10-01,PMN,rice
167,1,2003-10-01,PMN,num_deputados
168,100,2003-10-01,PMN,governismo
169,5,2005-12-01,PPS,dispersao
170,96,2005-12-01,PPS,fidelidade_lider
171,85,2005-12-01,PPS,rice
172,10,2005-12-01,PPS,num_deputados
173,74,2005-12-01,PPS,governismo
174,4,2005-12-01,PDT,dispersao
175,99,2005-12-01,PDT,fidelidade_lider
176,89,2005-12-01,PDT,rice
177,10,2005-12-01,PDT,num_deputados
178,77,2005-12-01,PDT,governismo
179,2,2005-12-01,PSOL,dispersao
180,85,2005-12-01,PSOL,fidelidade_lider
181,91,2005-12-01,PSOL,rice
182,5,2005-12-01,PSOL,num_deputados
183,79,2005-12-01,PSOL,governismo
184,2,2005-12-01,PT,dispersao
185,97,2005-12-01,PT,fidelidade_lider
186,95,2005-12-01,PT,rice
187,68,2005-12-01,PT,num_deputados
188,93,2005-12-01,PT,governismo
189,6,2005-12-01,PV,dispersao
190,94,2005-12-01,PV,fidelidade_lider
191,73,2005-12-01,PV,rice
192,4,2005-12-01,PV,num_deputados
193,67,2005-12-01,PV,governismo
194,6,2005-12-01,PTB,dispersao
195,89,2005-12-01,PTB,fidelidade_lider
196,83,2005-12-01,PTB,rice
197,27,2005-12-01,PTB,num_deputados
198,88,2005-12-01,PTB,governismo
199,0,2005-12-01,PRONA,dispersao
200,62,2005-12-01,PRONA,rice
201,2,2005-12-01,PRONA,num_deputados
202,69,2005-12-01,PRONA,governismo
203,0,2005-12-01,PMR,dispersao
204,43,2005-12-01,PMR,rice
205,1,2005-12-01,PMR,num_deputados
206,86,2005-12-01,PMR,governismo
207,0,2005-12-01,PRP,dispersao
208,0,2005-12-01,PRP,rice
209,1,2005-12-01,PRP,num_deputados
210,67,2005-12-01,PRP,governismo
211,6,2005-12-01,PSB,dispersao
212,94,2005-12-01,PSB,fidelidade_lider
213,84,2005-12-01,PSB,rice
214,14,2005-12-01,PSB,num_deputados
215,90,2005-12-01,PSB,governismo
216,5,2005-12-01,DEM,dispersao
217,95,2005-12-01,DEM,fidelidade_lider
218,87,2005-12-01,DEM,rice
219,32,2005-12-01,DEM,num_deputados
220,63,2005-12-01,DEM,governismo
221,7,2005-12-01,PSC,dispersao
222,83,2005-12-01,PSC,fidelidade_lider
223,73,2005-12-01,PSC,rice
224,4,2005-12-01,PSC,num_deputados
225,84,2005-12-01,PSC,governismo
226,5,2005-12-01,PSDB,dispersao
227,95,2005-12-01,PSDB,fidelidade_lider
228,85,2005-12-01,PSDB,rice
229,28,2005-12-01,PSDB,num_deputados
230,65,2005-12-01,PSDB,governismo
231,9,2005-12-01,PMDB,dispersao
232,84,2005-12-01,PMDB,fidelidade_lider
233,75,2005-12-01,PMDB,rice
234,49,2005-12-01,PMDB,num_deputados
235,83,2005-12-01,PMDB,governismo
236,7,2005-12-01,PP,dispersao
237,90,2005-12-01,PP,fidelidade_lider
238,83,2005-12-01,PP,rice
239,35,2005-12-01,PP,num_deputados
240,84,2005-12-01,PP,governismo
241,2,2005-12-01,PL,dispersao
242,100,2005-12-01,PL,fidelidade_lider
243,94,2005-12-01,PL,rice
244,28,2005-12-01,PL,num_deputados
245,93,2005-12-01,PL,governismo
246,0,2005-12-01,PSL,dispersao
247,100,2005-12-01,PSL,fidelidade_lider
248,0,2005-12-01,PSL,rice
249,1,2005-12-01,PSL,num_deputados
250,95,2005-12-01,PSL,governismo
251,1,2005-12-01,PCdoB,dispersao
252,99,2005-12-01,PCdoB,fidelidade_lider
253,97,2005-12-01,PCdoB,rice
254,8,2005-12-01,PCdoB,num_deputados
255,91,2005-12-01,PCdoB,governismo
256,3,2012-10-01,PPS,dispersao
257,94,2012-10-01,PPS,fidelidade_lider
258,89,2012-10-01,PPS,rice
259,6,2012-10-01,PPS,num_deputados
260,74,2012-10-01,PPS,governismo
261,6,2012-10-01,PDT,dispersao
262,91,2012-10-01,PDT,fidelidade_lider
263,80,2012-10-01,PDT,rice
264,19,2012-10-01,PDT,num_deputados
265,86,2012-10-01,PDT,governismo
266,0,2012-10-01,PTC,dispersao
267,100,2012-10-01,PTC,fidelidade_lider
268,0,2012-10-01,PTC,rice
269,1,2012-10-01,PTC,num_deputados
270,100,2012-10-01,PTC,governismo
271,2,2012-10-01,PSOL,dispersao
272,92,2012-10-01,PSOL,fidelidade_lider
273,94,2012-10-01,PSOL,rice
274,3,2012-10-01,PSOL,num_deputados
275,77,2012-10-01,PSOL,governismo
276,0,2012-10-01,PT,dispersao
277,99,2012-10-01,PT,fidelidade_lider
278,99,2012-10-01,PT,rice
279,60,2012-10-01,PT,num_deputados
280,100,2012-10-01,PT,governismo
281,3,2012-10-01,PV,dispersao
282,99,2012-10-01,PV,fidelidade_lider
283,88,2012-10-01,PV,rice
284,7,2012-10-01,PV,num_deputados
285,85,2012-10-01,PV,governismo
286,12,2012-10-01,PEN,dispersao
287,0,2012-10-01,PEN,rice
288,2,2012-10-01,PEN,num_deputados
289,75,2012-10-01,PEN,governismo
290,5,2012-10-01,PTdoB,dispersao
291,93,2012-10-01,PTdoB,fidelidade_lider
292,45,2012-10-01,PTdoB,rice
293,2,2012-10-01,PTdoB,num_deputados
294,66,2012-10-01,PTdoB,governismo
295,0,2012-10-01,PRTB,dispersao
296,67,2012-10-01,PRTB,fidelidade_lider
297,0,2012-10-01,PRTB,rice
298,1,2012-10-01,PRTB,num_deputados
299,89,2012-10-01,PRTB,governismo
300,0,2012-10-01,PHS,dispersao
301,67,2012-10-01,PHS,fidelidade_lider
302,0,2012-10-01,PHS,rice
303,1,2012-10-01,PHS,num_deputados
304,74,2012-10-01,PHS,governismo
305,6,2012-10-01,PTB,dispersao
306,88,2012-10-01,PTB,fidelidade_lider
307,84,2012-10-01,PTB,rice
308,13,2012-10-01,PTB,num_deputados
309,76,2012-10-01,PTB,governismo
310,1,2012-10-01,PRB,dispersao
311,99,2012-10-01,PRB,fidelidade_lider
312,95,2012-10-01,PRB,rice
313,7,2012-10-01,PRB,num_deputados
314,92,2012-10-01,PRB,governismo
315,1,2012-10-01,PRP,dispersao
316,75,2012-10-01,PRP,fidelidade_lider
317,18,2012-10-01,PRP,rice
318,1,2012-10-01,PRP,num_deputados
319,83,2012-10-01,PRP,governismo
320,4,2012-10-01,PSB,dispersao
321,95,2012-10-01,PSB,fidelidade_lider
322,89,2012-10-01,PSB,rice
323,19,2012-10-01,PSB,num_deputados
324,92,2012-10-01,PSB,governismo
325,5,2012-10-01,DEM,dispersao
326,92,2012-10-01,DEM,fidelidade_lider
327,87,2012-10-01,DEM,rice
328,18,2012-10-01,DEM,num_deputados
329,66,2012-10-01,DEM,governismo
330,1,2012-10-01,PSC,dispersao
331,98,2012-10-01,PSC,fidelidade_lider
332,96,2012-10-01,PSC,rice
333,10,2012-10-01,PSC,num_deputados
334,71,2012-10-01,PSC,governismo
335,5,2012-10-01,PSDB,dispersao
336,99,2012-10-01,PSDB,fidelidade_lider
337,83,2012-10-01,PSDB,rice
338,32,2012-10-01,PSDB,num_deputados
339,63,2012-10-01,PSDB,governismo
340,2,2012-10-01,PMDB,dispersao
341,97,2012-10-01,PMDB,fidelidade_lider
342,95,2012-10-01,PMDB,rice
343,49,2012-10-01,PMDB,num_deputados
344,81,2012-10-01,PMDB,governismo
345,6,2012-10-01,PP,dispersao
346,95,2012-10-01,PP,fidelidade_lider
347,84,2012-10-01,PP,rice
348,24,2012-10-01,PP,num_deputados
349,83,2012-10-01,PP,governismo
350,4,2012-10-01,PSD,dispersao
351,96,2012-10-01,PSD,fidelidade_lider
352,90,2012-10-01,PSD,rice
353,32,2012-10-01,PSD,num_deputados
354,77,2012-10-01,PSD,governismo
355,0,2012-10-01,PSL,dispersao
356,82,2012-10-01,PSL,fidelidade_lider
357,0,2012-10-01,PSL,rice
358,1,2012-10-01,PSL,num_deputados
359,90,2012-10-01,PSL,governismo
360,1,2012-10-01,PCdoB,dispersao
361,100,2012-10-01,PCdoB,fidelidade_lider
362,96,2012-10-01,PCdoB,rice
363,9,2012-10-01,PCdoB,num_deputados
364,98,2012-10-01,PCdoB,governismo
365,2,2012-10-01,PMN,dispersao
366,44,2012-10-01,PMN,rice
367,2,2012-10-01,PMN,num_deputados
368,65,2012-10-01,PMN,governismo
369,7,2012-10-01,PR,dispersao
370,90,2012-10-01,PR,fidelidade_lider
371,80,2012-10-01,PR,rice
372,20,2012-10-01,PR,num_deputados
373,71,2012-10-01,PR,governismo
374,6,2009-09-01,PPS,dispersao
375,93,2009-09-01,PPS,fidelidade_lider
376,81,2009-09-01,PPS,rice
377,7,2009-09-01,PPS,num_deputados
378,55,2009-09-01,PPS,governismo
379,4,2009-09-01,PDT,dispersao
380,96,2009-09-01,PDT,fidelidade_lider
381,87,2009-09-01,PDT,rice
382,18,2009-09-01,PDT,num_deputados
383,85,2009-09-01,PDT,governismo
384,4,2009-09-01,PTC,dispersao
385,49,2009-09-01,PTC,fidelidade_lider
386,12,2009-09-01,PTC,rice
387,1,2009-09-01,PTC,num_deputados
388,57,2009-09-01,PTC,governismo
389,2,2009-09-01,PSOL,dispersao
390,100,2009-09-01,PSOL,fidelidade_lider
391,95,2009-09-01,PSOL,rice
392,3,2009-09-01,PSOL,num_deputados
393,70,2009-09-01,PSOL,governismo
394,1,2009-09-01,PT,dispersao
395,99,2009-09-01,PT,fidelidade_lider
396,97,2009-09-01,PT,rice
397,56,2009-09-01,PT,num_deputados
398,97,2009-09-01,PT,governismo
399,6,2009-09-01,PV,dispersao
400,94,2009-09-01,PV,fidelidade_lider
401,82,2009-09-01,PV,rice
402,9,2009-09-01,PV,num_deputados
403,80,2009-09-01,PV,governismo
404,0,2009-09-01,PTdoB,dispersao
405,0,2009-09-01,PTdoB,rice
406,1,2009-09-01,PTdoB,num_deputados
407,88,2009-09-01,PTdoB,governismo
408,0,2009-09-01,PHS,dispersao
409,0,2009-09-01,PHS,rice
410,1,2009-09-01,PHS,num_deputados
411,94,2009-09-01,PHS,governismo
412,4,2009-09-01,PTB,dispersao
413,95,2009-09-01,PTB,fidelidade_lider
414,89,2009-09-01,PTB,rice
415,15,2009-09-01,PTB,num_deputados
416,86,2009-09-01,PTB,governismo
417,1,2009-09-01,PRB,dispersao
418,92,2009-09-01,PRB,fidelidade_lider
419,66,2009-09-01,PRB,rice
420,2,2009-09-01,PRB,num_deputados
421,90,2009-09-01,PRB,governismo
422,5,2009-09-01,PSB,dispersao
423,95,2009-09-01,PSB,fidelidade_lider
424,87,2009-09-01,PSB,rice
425,19,2009-09-01,PSB,num_deputados
426,84,2009-09-01,PSB,governismo
427,7,2009-09-01,DEM,dispersao
428,95,2009-09-01,DEM,fidelidade_lider
429,80,2009-09-01,DEM,rice
430,34,2009-09-01,DEM,num_deputados
431,55,2009-09-01,DEM,governismo
432,4,2009-09-01,PSC,dispersao
433,97,2009-09-01,PSC,fidelidade_lider
434,88,2009-09-01,PSC,rice
435,8,2009-09-01,PSC,num_deputados
436,80,2009-09-01,PSC,governismo
437,8,2009-09-01,PSDB,dispersao
438,88,2009-09-01,PSDB,fidelidade_lider
439,79,2009-09-01,PSDB,rice
440,35,2009-09-01,PSDB,num_deputados
441,54,2009-09-01,PSDB,governismo
442,6,2009-09-01,PMDB,dispersao
443,94,2009-09-01,PMDB,fidelidade_lider
444,86,2009-09-01,PMDB,rice
445,63,2009-09-01,PMDB,num_deputados
446,85,2009-09-01,PMDB,governismo
447,6,2009-09-01,PP,dispersao
448,94,2009-09-01,PP,fidelidade_lider
449,84,2009-09-01,PP,rice
450,26,2009-09-01,PP,num_deputados
451,84,2009-09-01,PP,governismo
452,4,2009-09-01,PMN,dispersao
453,93,2009-09-01,PMN,fidelidade_lider
454,82,2009-09-01,PMN,rice
455,3,2009-09-01,PMN,num_deputados
456,90,2009-09-01,PMN,governismo
457,4,2009-09-01,PR,dispersao
458,96,2009-09-01,PR,fidelidade_lider
459,90,2009-09-01,PR,rice
460,28,2009-09-01,PR,num_deputados
461,85,2009-09-01,PR,governismo
462,5,2009-10-01,PPS,dispersao
463,94,2009-10-01,PPS,fidelidade_lider
464,85,2009-10-01,PPS,rice
465,8,2009-10-01,PPS,num_deputados
466,59,2009-10-01,PPS,governismo
467,4,2009-10-01,PDT,dispersao
468,97,2009-10-01,PDT,fidelidade_lider
469,88,2009-10-01,PDT,rice
470,17,2009-10-01,PDT,num_deputados
471,86,2009-10-01,PDT,governismo
472,4,2009-10-01,PTC,dispersao
473,56,2009-10-01,PTC,fidelidade_lider
474,14,2009-10-01,PTC,rice
475,1,2009-10-01,PTC,num_deputados
476,59,2009-10-01,PTC,governismo
477,2,2009-10-01,PSOL,dispersao
478,100,2009-10-01,PSOL,fidelidade_lider
479,94,2009-10-01,PSOL,rice
480,3,2009-10-01,PSOL,num_deputados
481,74,2009-10-01,PSOL,governismo
482,1,2009-10-01,PT,dispersao
483,99,2009-10-01,PT,fidelidade_lider
484,97,2009-10-01,PT,rice
485,56,2009-10-01,PT,num_deputados
486,96,2009-10-01,PT,governismo
487,5,2009-10-01,PV,dispersao
488,95,2009-10-01,PV,fidelidade_lider
489,85,2009-10-01,PV,rice
490,9,2009-10-01,PV,num_deputados
491,83,2009-10-01,PV,governismo
492,0,2009-10-01,PTdoB,dispersao
493,0,2009-10-01,PTdoB,rice
494,1,2009-10-01,PTdoB,num_deputados
495,87,2009-10-01,PTdoB,governismo
496,0,2009-10-01,PHS,dispersao
497,33,2009-10-01,PHS,fidelidade_lider
498,0,2009-10-01,PHS,rice
499,1,2009-10-01,PHS,num_deputados
500,95,2009-10-01,PHS,governismo
501,4,2009-10-01,PTB,dispersao
502,95,2009-10-01,PTB,fidelidade_lider
503,88,2009-10-01,PTB,rice
504,15,2009-10-01,PTB,num_deputados
505,82,2009-10-01,PTB,governismo
506,1,2009-10-01,PRB,dispersao
507,94,2009-10-01,PRB,fidelidade_lider
508,75,2009-10-01,PRB,rice
509,2,2009-10-01,PRB,num_deputados
510,90,2009-10-01,PRB,governismo
511,5,2009-10-01,PSB,dispersao
512,97,2009-10-01,PSB,fidelidade_lider
513,87,2009-10-01,PSB,rice
514,19,2009-10-01,PSB,num_deputados
515,86,2009-10-01,PSB,governismo
516,7,2009-10-01,DEM,dispersao
517,95,2009-10-01,DEM,fidelidade_lider
518,82,2009-10-01,DEM,rice
519,35,2009-10-01,DEM,num_deputados
520,58,2009-10-01,DEM,governismo
521,4,2009-10-01,PSC,dispersao
522,97,2009-10-01,PSC,fidelidade_lider
523,89,2009-10-01,PSC,rice
524,9,2009-10-01,PSC,num_deputados
525,82,2009-10-01,PSC,governismo
526,7,2009-10-01,PSDB,dispersao
527,90,2009-10-01,PSDB,fidelidade_lider
528,81,2009-10-01,PSDB,rice
529,37,2009-10-01,PSDB,num_deputados
530,58,2009-10-01,PSDB,governismo
531,5,2009-10-01,PMDB,dispersao
532,95,2009-10-01,PMDB,fidelidade_lider
533,87,2009-10-01,PMDB,rice
534,63,2009-10-01,PMDB,num_deputados
535,85,2009-10-01,PMDB,governismo
536,5,2009-10-01,PP,dispersao
537,95,2009-10-01,PP,fidelidade_lider
538,87,2009-10-01,PP,rice
539,25,2009-10-01,PP,num_deputados
540,84,2009-10-01,PP,governismo
541,5,2009-10-01,PMN,dispersao
542,94,2009-10-01,PMN,fidelidade_lider
543,79,2009-10-01,PMN,rice
544,3,2009-10-01,PMN,num_deputados
545,88,2009-10-01,PMN,governismo
546,4,2009-10-01,PR,dispersao
547,96,2009-10-01,PR,fidelidade_lider
548,90,2009-10-01,PR,rice
549,28,2009-10-01,PR,num_deputados
550,84,2009-10-01,PR,governismo
551,3,2004-12-01,PPS,dispersao
552,94,2004-12-01,PPS,fidelidade_lider
553,93,2004-12-01,PPS,rice
554,15,2004-12-01,PPS,num_deputados
555,94,2004-12-01,PPS,governismo
556,5,2004-12-01,PDT,dispersao
557,86,2004-12-01,PDT,fidelidade_lider
558,83,2004-12-01,PDT,rice
559,6,2004-12-01,PDT,num_deputados
560,87,2004-12-01,PDT,governismo
561,2,2004-12-01,PT,dispersao
562,93,2004-12-01,PT,fidelidade_lider
563,95,2004-12-01,PT,rice
564,64,2004-12-01,PT,num_deputados
565,97,2004-12-01,PT,governismo
566,7,2004-12-01,PV,dispersao
567,92,2004-12-01,PV,fidelidade_lider
568,76,2004-12-01,PV,rice
569,4,2004-12-01,PV,num_deputados
570,87,2004-12-01,PV,governismo
571,6,2004-12-01,PTB,dispersao
572,94,2004-12-01,PTB,fidelidade_lider
573,83,2004-12-01,PTB,rice
574,30,2004-12-01,PTB,num_deputados
575,91,2004-12-01,PTB,governismo
576,0,2004-12-01,PRONA,dispersao
577,44,2004-12-01,PRONA,rice
578,2,2004-12-01,PRONA,num_deputados
579,57,2004-12-01,PRONA,governismo
580,1,2004-12-01,PSB,dispersao
581,98,2004-12-01,PSB,fidelidade_lider
582,97,2004-12-01,PSB,rice
583,11,2004-12-01,PSB,num_deputados
584,97,2004-12-01,PSB,governismo
585,4,2004-12-01,DEM,dispersao
586,96,2004-12-01,DEM,fidelidade_lider
587,91,2004-12-01,DEM,rice
588,34,2004-12-01,DEM,num_deputados
589,74,2004-12-01,DEM,governismo
590,0,2004-12-01,PSC,dispersao
591,98,2004-12-01,PSC,fidelidade_lider
592,93,2004-12-01,PSC,rice
593,4,2004-12-01,PSC,num_deputados
594,99,2004-12-01,PSC,governismo
595,4,2004-12-01,PSDB,dispersao
596,91,2004-12-01,PSDB,fidelidade_lider
597,89,2004-12-01,PSDB,rice
598,27,2004-12-01,PSDB,num_deputados
599,75,2004-12-01,PSDB,governismo
600,6,2004-12-01,PMDB,dispersao
601,84,2004-12-01,PMDB,fidelidade_lider
602,84,2004-12-01,PMDB,rice
603,42,2004-12-01,PMDB,num_deputados
604,88,2004-12-01,PMDB,governismo
605,4,2004-12-01,PP,dispersao
606,93,2004-12-01,PP,fidelidade_lider
607,88,2004-12-01,PP,rice
608,32,2004-12-01,PP,num_deputados
609,94,2004-12-01,PP,governismo
610,2,2004-12-01,PL,dispersao
611,98,2004-12-01,PL,fidelidade_lider
612,94,2004-12-01,PL,rice
613,26,2004-12-01,PL,num_deputados
614,97,2004-12-01,PL,governismo
615,0,2004-12-01,PSL,dispersao
616,100,2004-12-01,PSL,fidelidade_lider
617,0,2004-12-01,PSL,rice
618,1,2004-12-01,PSL,num_deputados
619,100,2004-12-01,PSL,governismo
620,0,2004-12-01,PCdoB,dispersao
621,100,2004-12-01,PCdoB,fidelidade_lider
622,94,2004-12-01,PCdoB,rice
623,6,2004-12-01,PCdoB,num_deputados
624,97,2004-12-01,PCdoB,governismo
625,2,2014-10-01,PPS,dispersao
626,99,2014-10-01,PPS,fidelidade_lider
627,96,2014-10-01,PPS,rice
628,5,2014-10-01,PPS,num_deputados
629,54,2014-10-01,PPS,governismo
630,7,2014-10-01,PDT,dispersao
631,91,2014-10-01,PDT,fidelidade_lider
632,82,2014-10-01,PDT,rice
633,13,2014-10-01,PDT,num_deputados
634,69,2014-10-01,PDT,governismo
635,0,2014-10-01,PSOL,dispersao
636,100,2014-10-01,PSOL,fidelidade_lider
637,98,2014-10-01,PSOL,rice
638,3,2014-10-01,PSOL,num_deputados
639,52,2014-10-01,PSOL,governismo
640,3,2014-10-01,PT,dispersao
641,98,2014-10-01,PT,fidelidade_lider
642,91,2014-10-01,PT,rice
643,61,2014-10-01,PT,num_deputados
644,91,2014-10-01,PT,governismo
645,5,2014-10-01,PV,dispersao
646,98,2014-10-01,PV,fidelidade_lider
647,84,2014-10-01,PV,rice
648,5,2014-10-01,PV,num_deputados
649,72,2014-10-01,PV,governismo
650,3,2014-10-01,PTdoB,dispersao
651,96,2014-10-01,PTdoB,fidelidade_lider
652,73,2014-10-01,PTdoB,rice
653,2,2014-10-01,PTdoB,num_deputados
654,70,2014-10-01,PTdoB,governismo
655,6,2014-10-01,PTB,dispersao
656,94,2014-10-01,PTB,fidelidade_lider
657,82,2014-10-01,PTB,rice
658,10,2014-10-01,PTB,num_deputados
659,66,2014-10-01,PTB,governismo
660,6,2014-10-01,SDD,dispersao
661,92,2014-10-01,SDD,fidelidade_lider
662,82,2014-10-01,SDD,rice
663,13,2014-10-01,SDD,num_deputados
664,59,2014-10-01,SDD,governismo
665,1,2014-10-01,PRB,dispersao
666,99,2014-10-01,PRB,fidelidade_lider
667,95,2014-10-01,PRB,rice
668,4,2014-10-01,PRB,num_deputados
669,81,2014-10-01,PRB,governismo
670,1,2014-10-01,PRP,dispersao
671,91,2014-10-01,PRP,fidelidade_lider
672,45,2014-10-01,PRP,rice
673,2,2014-10-01,PRP,num_deputados
674,76,2014-10-01,PRP,governismo
675,0,2014-10-01,PSDC,dispersao
676,100,2014-10-01,PSDC,fidelidade_lider
677,0,2014-10-01,PSDC,rice
678,1,2014-10-01,PSDC,num_deputados
679,78,2014-10-01,PSDC,governismo
680,9,2014-10-01,PROS,dispersao
681,88,2014-10-01,PROS,fidelidade_lider
682,72,2014-10-01,PROS,rice
683,13,2014-10-01,PROS,num_deputados
684,72,2014-10-01,PROS,governismo
