ID_VOTACAO,POLITICO,VOTO,PARTIDO,ORIENTACAO_GOVERNO,RICE
2bad3fc3dcab6aea8cf8d2f334c2d545,RICARDO TEOBALDO,SIM,PTB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MARCELO SQUASSONI,SIM,PRB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MARCELO ARO,SIM,PHS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ROBERTO BALESTRA,SIM,PP,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,EDMILSON RODRIGUES,SIM,PSOL,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JUSCELINO REZENDE FILHO,SIM,PRP,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,LUIZ FERNANDO FARIA,SIM,PP,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JOAO ARRUDA,SIM,PMDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,BEBETO,SIM,PSB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ANDRE FIGUEIREDO,SIM,PDT,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,EZEQUIEL TEIXEIRA,NAO,SDD,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,CARLOS HENRIQUE GAGUIM,SIM,PMDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MARIANA CARVALHO,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ANTONIO BULHOES,SIM,PRB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ZECA CAVALCANTI,SIM,PTB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,POMPEO DE MATTOS,SIM,PDT,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CONCEICAO SAMPAIO,SIM,PP,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CARMEN ZANOTTO,SIM,PPS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JOSUE BENGTSON,SIM,PTB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,PEDRO FERNANDES,NAO,PTB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,MARCO MAIA,NAO,PT,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,RODRIGO MARTINS,SIM,PSB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,BETO SALAME,SIM,PROS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,HEULER CRUVINEL,SIM,PSD,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CARLOS MANATO,SIM,SDD,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,SILVIO COSTA,NAO,PSC,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,FERNANDO JORDAO,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,ALFREDO KAEFER,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,HIRAN GONCALVES,NAO,PMN,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,ANDRE ABDON,NAO,PRB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,DILCEU SPERAFICO,SIM,PP,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,DOMINGOS NETO,NAO,PROS,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,CHICO ALENCAR,SIM,PSOL,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MARINHA RAUPP,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,MARCELO CASTRO,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,ROSANGELA GOMES,SIM,PRB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ARNON BEZERRA,SIM,PTB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MOSES RODRIGUES,SIM,PPS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,DIEGO GARCIA,SIM,PHS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,TAKAYAMA,SIM,PSC,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,NILSON LEITAO,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,EROS BIONDINI,SIM,PTB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,FERNANDO COELHO FILHO,SIM,PSB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,FABIO REIS,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,MISAEL VARELLA,SIM,DEM,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MIRO TEIXEIRA,SIM,PROS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ALCEU MOREIRA,SIM,PMDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,PEDRO CHAVES,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,JOAO GUALBERTO,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,LUIZ LAURO FILHO,SIM,PSB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CESAR MESSIAS,SIM,PSB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JULIA MARINHO,SIM,PSC,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,PAULO FREIRE,SIM,PR,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ANTONIO IMBASSAHY,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,HEITOR SCHUCH,SIM,PSB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,VICENTINHO JUNIOR,SIM,PSB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,VENEZIANO VITAL DO REGO,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,CARLOS SAMPAIO,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,BETO FARO,NAO,PT,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,ERIKA KOKAY,SIM,PT,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JOAO CASTELO,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MARCIO ALVINO,SIM,PR,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JAIR BOLSONARO,SIM,PP,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,SERGIO SOUZA,SIM,PMDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JO MORAES,SIM,PCdoB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JEAN WYLLYS,SIM,PSOL,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,LUCAS VERGILIO,SIM,SDD,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,HISSA ABRAHAO,SIM,PPS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,INDIO DA COSTA,SIM,PSD,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,TEREZA CRISTINA,SIM,PSB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MAGDA MOFATTO,NAO,PR,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,BRUNO COVAS,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MARCUS PESTANA,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ARNALDO JORDY,SIM,PPS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,EZEQUIEL FONSECA,NAO,PP,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,DANIEL COELHO,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,NILTO TATTO,NAO,PT,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,ELI CORREA FILHO,NAO,DEM,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,JOAO DANIEL,NAO,PT,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,RONALDO BENEDET,SIM,PMDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CABO DACIOLO,SIM,PSOL,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,KAIO MANICOBA,SIM,PHS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JOSE CARLOS ARAUJO,SIM,PSD,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ARLINDO CHINAGLIA,NAO,PT,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,MARCELO MATOS,SIM,PDT,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,SANDRO ALEX,SIM,PPS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MENDONCA FILHO,NAO,DEM,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,MARIA HELENA,SIM,PSB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,GIOVANI CHERINI,SIM,PDT,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,TIA ERON,SIM,PRB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ANDRE FUFUCA,SIM,PEN,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,BENJAMIN MARANHAO,SIM,SDD,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,LUIS CARLOS HEINZE,SIM,PP,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,ALFREDO NASCIMENTO,NAO,PR,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,RENATA ABREU,SIM,PTN,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CABO SABINO,SIM,PR,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,FLAVIA MORAIS,SIM,PDT,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JOAO CARLOS BACELAR,NAO,PR,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,PADRE JOAO,NAO,PT,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,MISSIONARIO JOSE OLIMPIO,NAO,PP,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,MARCIO BIOLCHI,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,LEONIDAS CRISTINO,NAO,PROS,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,PEDRO VILELA,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CARLOS BEZERRA,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,TONINHO PINHEIRO,SIM,PP,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,BILAC PINTO,SIM,PR,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CICERO ALMEIDA,SIM,PRTB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JOSE OTAVIO GERMANO,SIM,PP,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JULIAO AMIN CASTRO,NAO,PDT,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,ADEMIR CAMILO,SIM,PROS,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,LOBBE NETO,SIM,PSDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MARCELO AGUIAR,NAO,DEM,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,SANDES JUNIOR,NAO,PP,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,SILAS BRASILEIRO,SIM,PMDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,WADSON RIBEIRO,SIM,PCdoB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,AUGUSTO COUTINHO,SIM,SDD,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CARLOS EDUARDO CADOCA,NAO,PCdoB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,OSMAR BERTOLDI,SIM,DEM,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,EDINHO BEZ,SIM,PMDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,FERNANDO MARRONI,NAO,PT,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,WALNEY ROCHA,SIM,PTB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CELSO JACOB,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,DELEGADO EDSON MOREIRA,NAO,PTN,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,SORAYA SANTOS,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,JANDIRA FEGHALI,SIM,PCdoB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,PAULO PEREIRA DA SILVA,NAO,SDD,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,ADELSON BARRETO,SIM,PTB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,NEWTON CARDOSO JR,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,TIRIRICA,SIM,PR,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,PR. MARCO FELICIANO,SIM,PSC,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,WELITON PRADO,SIM,PT,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,GOULART,SIM,PSD,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,DARCISIO PERONDI,SIM,PMDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,SIMONE MORGADO,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,JONY MARCOS,NAO,PRB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,GLAUBER BRAGA,SIM,PSB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,SILAS CAMARA,SIM,PSD,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,LEONARDO MONTEIRO,NAO,PT,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,JESSICA SALES,NAO,PMDB,NAO,1
2bad3fc3dcab6aea8cf8d2f334c2d545,MARCELO ALVARO ANTONIO,SIM,PRP,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,MAJOR OLIMPIO GOMES,SIM,PDT,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,VALDIR COLATTO,SIM,PMDB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,WEVERTON ROCHA,SIM,PDT,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,LUIZ NISHIMORI,SIM,PR,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,JOAO DERLY,SIM,PCdoB,NAO,0
2bad3fc3dcab6aea8cf8d2f334c2d545,CELSO MALDANER,SIM,PMDB,NAO,0
