ID_VOTACAO,POLITICO,VOTO,PARTIDO,ORIENTACAO_GOVERNO,RICE
2870bd81946a8f310f11c200b079fceb,LUCIO MOSQUINI,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,KEIKO OTA,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,INDIO DA COSTA,SIM,PSD,SIM,1
2870bd81946a8f310f11c200b079fceb,TEREZA CRISTINA,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,LINDOMAR GARCON,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,MAGDA MOFATTO,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,SUBTENENTE GONZAGA,SIM,PDT,SIM,1
2870bd81946a8f310f11c200b079fceb,LUIS TIBE,SIM,PTdoB,SIM,1
2870bd81946a8f310f11c200b079fceb,BRUNO COVAS,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,PAES LANDIM,SIM,PTB,SIM,1
2870bd81946a8f310f11c200b079fceb,BENITO GAMA,SIM,PTB,SIM,1
2870bd81946a8f310f11c200b079fceb,FLAVIANO MELO,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,MARCUS PESTANA,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,ARNALDO JORDY,SIM,PPS,SIM,1
2870bd81946a8f310f11c200b079fceb,EZEQUIEL FONSECA,SIM,PP,SIM,1
2870bd81946a8f310f11c200b079fceb,STEFANO AGUIAR,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,DANIEL COELHO,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,NILTO TATTO,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,ELI CORREA FILHO,SIM,DEM,SIM,1
2870bd81946a8f310f11c200b079fceb,JOAO DANIEL,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,WILSON FILHO,SIM,PTB,SIM,1
2870bd81946a8f310f11c200b079fceb,RONALDO BENEDET,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,BONIFACIO DE ANDRADA,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,ABEL SALVADOR MESQUITA JUNIOR,SIM,PDT,SIM,1
2870bd81946a8f310f11c200b079fceb,CABO DACIOLO,NAO,PSOL,SIM,0
2870bd81946a8f310f11c200b079fceb,KAIO MANICOBA,SIM,PHS,SIM,1
2870bd81946a8f310f11c200b079fceb,TENENTE LUCIO,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,ARLINDO CHINAGLIA,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,MARCELO MATOS,SIM,PDT,SIM,1
2870bd81946a8f310f11c200b079fceb,SANDRO ALEX,SIM,PPS,SIM,1
2870bd81946a8f310f11c200b079fceb,MENDONCA FILHO,SIM,DEM,SIM,1
2870bd81946a8f310f11c200b079fceb,MARIA HELENA,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,GIOVANI CHERINI,SIM,PDT,SIM,1
2870bd81946a8f310f11c200b079fceb,TIA ERON,SIM,PRB,SIM,1
2870bd81946a8f310f11c200b079fceb,ANDRE FUFUCA,SIM,PEN,SIM,1
2870bd81946a8f310f11c200b079fceb,BENJAMIN MARANHAO,SIM,SDD,SIM,1
2870bd81946a8f310f11c200b079fceb,LUIS CARLOS HEINZE,SIM,PP,SIM,1
2870bd81946a8f310f11c200b079fceb,RENATA ABREU,SIM,PTN,SIM,1
2870bd81946a8f310f11c200b079fceb,CABO SABINO,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,RAFAEL MOTTA,SIM,PROS,SIM,1
2870bd81946a8f310f11c200b079fceb,ROMULO GOUVEIA,SIM,PSD,SIM,1
2870bd81946a8f310f11c200b079fceb,MARX BELTRAO,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,FLAVIA MORAIS,SIM,PDT,SIM,1
2870bd81946a8f310f11c200b079fceb,ANA PERUGINI,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,JOAO CARLOS BACELAR,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,PADRE JOAO,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,MISSIONARIO JOSE OLIMPIO,SIM,PP,SIM,1
2870bd81946a8f310f11c200b079fceb,MARCIO BIOLCHI,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,LAERTE RODRIGUES DE BESSA,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,LEONIDAS CRISTINO,SIM,PROS,SIM,1
2870bd81946a8f310f11c200b079fceb,PEDRO VILELA,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,ARTHUR OLIVEIRA MAIA,SIM,SDD,SIM,1
2870bd81946a8f310f11c200b079fceb,JOSE ROCHA,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,CELSO RUSSOMANNO,SIM,PRB,SIM,1
2870bd81946a8f310f11c200b079fceb,CARLOS BEZERRA,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,TONINHO PINHEIRO,NAO,PP,SIM,0
2870bd81946a8f310f11c200b079fceb,MARCON,NAO,PT,SIM,0
2870bd81946a8f310f11c200b079fceb,SIBA MACHADO,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,BILAC PINTO,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,CICERO ALMEIDA,SIM,PRTB,SIM,1
2870bd81946a8f310f11c200b079fceb,JULIAO AMIN CASTRO,SIM,PDT,SIM,1
2870bd81946a8f310f11c200b079fceb,WALTER ILHOSHI,SIM,PSD,SIM,1
2870bd81946a8f310f11c200b079fceb,ADEMIR CAMILO,SIM,PROS,SIM,1
2870bd81946a8f310f11c200b079fceb,LOBBE NETO,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,MARCELO AGUIAR,SIM,DEM,SIM,1
2870bd81946a8f310f11c200b079fceb,SANDES JUNIOR,SIM,PP,SIM,1
2870bd81946a8f310f11c200b079fceb,DAVIDSON MAGALHAES,NAO,PCdoB,SIM,0
2870bd81946a8f310f11c200b079fceb,SILAS BRASILEIRO,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,WADSON RIBEIRO,NAO,PCdoB,SIM,0
2870bd81946a8f310f11c200b079fceb,AUGUSTO COUTINHO,SIM,SDD,SIM,1
2870bd81946a8f310f11c200b079fceb,FERNANDO MONTEIRO,SIM,PP,SIM,1
2870bd81946a8f310f11c200b079fceb,CARLOS EDUARDO CADOCA,SIM,PCdoB,SIM,1
2870bd81946a8f310f11c200b079fceb,OSMAR BERTOLDI,SIM,DEM,SIM,1
2870bd81946a8f310f11c200b079fceb,EDINHO BEZ,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,FERNANDO MARRONI,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,WILLIAM WOO,NAO,PV,SIM,0
2870bd81946a8f310f11c200b079fceb,WALNEY ROCHA,SIM,PTB,SIM,1
2870bd81946a8f310f11c200b079fceb,CELSO JACOB,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,ELIZEU DIONIZIO,SIM,SDD,SIM,1
2870bd81946a8f310f11c200b079fceb,DELEGADO EDSON MOREIRA,SIM,PTN,SIM,1
2870bd81946a8f310f11c200b079fceb,ADALBERTO CAVALCANTI,SIM,PTB,SIM,1
2870bd81946a8f310f11c200b079fceb,SORAYA SANTOS,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,GORETE PEREIRA,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,JANDIRA FEGHALI,NAO,PCdoB,SIM,0
2870bd81946a8f310f11c200b079fceb,PAULO PEREIRA DA SILVA,SIM,SDD,SIM,1
2870bd81946a8f310f11c200b079fceb,ADELSON BARRETO,SIM,PTB,SIM,1
2870bd81946a8f310f11c200b079fceb,NEWTON CARDOSO JR,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,ALEXANDRE BALDY,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,PAULAO,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,RAQUEL MUNIZ,SIM,PSC,SIM,1
2870bd81946a8f310f11c200b079fceb,JOSE STEDILE,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,TIRIRICA,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,PR. MARCO FELICIANO,SIM,PSC,SIM,1
2870bd81946a8f310f11c200b079fceb,WELITON PRADO,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,ALEXANDRE LEITE,SIM,DEM,SIM,1
2870bd81946a8f310f11c200b079fceb,GOULART,SIM,PSD,SIM,1
2870bd81946a8f310f11c200b079fceb,GENECIAS NORONHA,SIM,SDD,SIM,1
2870bd81946a8f310f11c200b079fceb,DARCISIO PERONDI,NAO,PMDB,SIM,0
2870bd81946a8f310f11c200b079fceb,ASSIS DO COUTO,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,PASTOR EURICO,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,PROFESSOR VICTORIO GALLI,SIM,PSC,SIM,1
2870bd81946a8f310f11c200b079fceb,IRACEMA PORTELLA,SIM,PP,SIM,1
2870bd81946a8f310f11c200b079fceb,DANILO FORTE,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,PAULO AZI,SIM,DEM,SIM,1
2870bd81946a8f310f11c200b079fceb,SIMONE MORGADO,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,WELLINGTON ROBERTO,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,JONY MARCOS,SIM,PRB,SIM,1
2870bd81946a8f310f11c200b079fceb,GLAUBER BRAGA,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,MARA GABRILLI,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,DAGOBERTO,SIM,PDT,SIM,1
2870bd81946a8f310f11c200b079fceb,GIVALDO CARIMBAO,SIM,PROS,SIM,1
2870bd81946a8f310f11c200b079fceb,SILAS CAMARA,SIM,PSD,SIM,1
2870bd81946a8f310f11c200b079fceb,LEONARDO MONTEIRO,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,JESSICA SALES,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,MARCELO ALVARO ANTONIO,SIM,PRP,SIM,1
2870bd81946a8f310f11c200b079fceb,MAJOR OLIMPIO GOMES,SIM,PDT,SIM,1
2870bd81946a8f310f11c200b079fceb,VALDIR COLATTO,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,LUCIANO DUCCI,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,VALADARES FILHO,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,WEVERTON ROCHA,SIM,PDT,SIM,1
2870bd81946a8f310f11c200b079fceb,LUIZ NISHIMORI,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,JULIO LOPES,SIM,PP,SIM,1
2870bd81946a8f310f11c200b079fceb,JOAO DERLY,NAO,PCdoB,SIM,0
2870bd81946a8f310f11c200b079fceb,CELSO MALDANER,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,JORGE SOLLA,NAO,PT,SIM,0
2870bd81946a8f310f11c200b079fceb,FABIO SOUSA,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,JUTAHY JUNIOR,NAO,PSDB,SIM,0
2870bd81946a8f310f11c200b079fceb,TONINHO WANDSCHEER,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,VALMIR ASSUNCAO,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,WALTER ALVES,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,NILSON PINTO,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,ANDERSON FERREIRA,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,HERMES PARCIANELLO,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,ZECA DO PT,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,TADEU ALENCAR,SIM,PSB,SIM,1
2870bd81946a8f310f11c200b079fceb,ALEX CANZIANI,SIM,PTB,SIM,1
2870bd81946a8f310f11c200b079fceb,LUIZIANNE LINS,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,NELSON MARCHEZAN JUNIOR,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,DR. JOAO,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,LUCIO VIEIRA LIMA,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,MARCOS ROTTA,SIM,PMDB,SIM,1
2870bd81946a8f310f11c200b079fceb,JUNIOR MARRECA,SIM,PEN,SIM,1
2870bd81946a8f310f11c200b079fceb,AUGUSTO CARVALHO,SIM,SDD,SIM,1
2870bd81946a8f310f11c200b079fceb,CAPITAO AUGUSTO,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,LUIZ CLAUDIO,SIM,PR,SIM,1
2870bd81946a8f310f11c200b079fceb,ALEXANDRE VALLE,SIM,PRP,SIM,1
2870bd81946a8f310f11c200b079fceb,RONALDO MARTINS,SIM,PRB,SIM,1
2870bd81946a8f310f11c200b079fceb,VITOR LIPPI,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,JEFFERSON CAMPOS,SIM,PSD,SIM,1
2870bd81946a8f310f11c200b079fceb,MARCO TEBALDI,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,ARTHUR VIRGILIO BISNETO,SIM,PSDB,SIM,1
2870bd81946a8f310f11c200b079fceb,MARGARIDA SALOMAO,SIM,PT,SIM,1
2870bd81946a8f310f11c200b079fceb,IRAJA ABREU,SIM,PSD,SIM,1
2870bd81946a8f310f11c200b079fceb,MARCOS ABRAO,SIM,PPS,SIM,1
2870bd81946a8f310f11c200b079fceb,ORLANDO SILVA,NAO,PCdoB,SIM,0
2870bd81946a8f310f11c200b079fceb,ULDURICO JUNIOR,SIM,PTC,SIM,1
2870bd81946a8f310f11c200b079fceb,ELIZIANE GAMA,SIM,PPS,SIM,1
2870bd81946a8f310f11c200b079fceb,RENATO MOLLING,SIM,PP,SIM,1
2870bd81946a8f310f11c200b079fceb,BETO MANSUR,SIM,PRB,SIM,1
2870bd81946a8f310f11c200b079fceb,RENZO BRAZ,SIM,PP,SIM,1
e25095aa6ef51471681a7b4c6c91d147,LUIZA ERUNDINA,SIM,PSB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,ROBERTO ALVES,SIM,PRB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,LAZARO BOTELHO,NAO,PP,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ERIVELTON SANTANA,NAO,PSC,SIM,0
e25095aa6ef51471681a7b4c6c91d147,OSMAR SERRAGLIO,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,CAPITAO FABIO ABREU,NAO,PTB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,CACA LEAO,SIM,PP,SIM,1
e25095aa6ef51471681a7b4c6c91d147,DIMAS FABIANO,NAO,PP,SIM,0
e25095aa6ef51471681a7b4c6c91d147,CHICO D ANGELO,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,HELIO LEITE,NAO,DEM,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ODORICO MONTEIRO,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,WOLNEY QUEIROZ,SIM,PDT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,JOAO RODRIGUES,NAO,PSD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,FABIANO HORTA,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,RICARDO TRIPOLI,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,JOZI ROCHA,NAO,PTB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,DR. JORGE SILVA,SIM,PROS,SIM,1
e25095aa6ef51471681a7b4c6c91d147,RONEY NEMER,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,DULCE MIRANDA,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,DECIO LIMA,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,EDUARDO BOLSONARO,NAO,PSC,SIM,0
e25095aa6ef51471681a7b4c6c91d147,LUIZ CARLOS HAULY,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,LUIZ COUTO,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,AFONSO FLORENCE,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,HUGO LEAL,SIM,PROS,SIM,1
e25095aa6ef51471681a7b4c6c91d147,AELTON FREITAS,SIM,PR,SIM,1
e25095aa6ef51471681a7b4c6c91d147,JARBAS VASCONCELOS,SIM,PMDB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,IRMAO LAZARO,SIM,PSC,SIM,1
e25095aa6ef51471681a7b4c6c91d147,ELCIONE BARBALHO,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ALAN RICK,SIM,PRB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,ODELMO LEAO,NAO,PP,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ALESSANDRO MOLON,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,FELIPE MAIA,NAO,DEM,SIM,0
e25095aa6ef51471681a7b4c6c91d147,JOAO MARCELO,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,REMIDIO MONAI,SIM,PR,SIM,1
e25095aa6ef51471681a7b4c6c91d147,ROBERTO GOES,SIM,PDT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,ALIEL MACHADO,SIM,PCdoB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,FRANCISCO CHAPADINHA,SIM,PSD,SIM,1
e25095aa6ef51471681a7b4c6c91d147,FAUSTO PINATO,SIM,PRB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,JHONATAN DE JESUS,SIM,PRB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,HUGO MOTTA,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ESPERIDIAO AMIN,NAO,PP,SIM,0
e25095aa6ef51471681a7b4c6c91d147,CRISTIANE BRASIL,NAO,PTB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ENIO VERRI,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,DELEGADO WALDIR,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ANTONIO BALHMANN,NAO,PROS,SIM,0
e25095aa6ef51471681a7b4c6c91d147,NELSON MARQUEZELLI,NAO,PTB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,JOSE REINALDO,NAO,PSB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,VALMIR PRASCIDELLI,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,JANETE CAPIBERIBE,SIM,PSB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,ASSIS CARVALHO,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,MIGUEL HADDAD,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,JOVAIR ARANTES,NAO,PTB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,LAERCIO OLIVEIRA,NAO,SDD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,RODRIGO DE CASTRO,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,MARCIO MARINHO,SIM,PRB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,PAULO FOLETTO,NAO,PSB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,NILTON CAPIXABA,NAO,PTB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,FABIO GARCIA,NAO,PSB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,REJANE DIAS,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,JOAO CAMPOS,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ROGERIO MARINHO,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,AUREO,NAO,SDD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,MARIO HERINGER,SIM,PDT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,LELO COIMBRA,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ALICE PORTUGAL,SIM,PCdoB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,MARCOS ROGERIO,NAO,PDT,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ALBERTO FRAGA,NAO,DEM,SIM,0
e25095aa6ef51471681a7b4c6c91d147,CELSO PANSERA,SIM,PMDB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,JOSE MENTOR,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,MARINALDO ROSENDO,NAO,PSB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,SAMUEL MOREIRA,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,JERONIMO GOERGEN,NAO,PP,SIM,0
e25095aa6ef51471681a7b4c6c91d147,RODRIGO GARCIA,NAO,DEM,SIM,0
e25095aa6ef51471681a7b4c6c91d147,MAX FILHO,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,LAUDIVIO CARVALHO,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,RUBENS OTONI,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,CAETANO,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,ARNALDO FARIA DE SA,NAO,PTB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,RONALDO FONSECA,SIM,PROS,SIM,1
e25095aa6ef51471681a7b4c6c91d147,SHERIDAN,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,WASHINGTON REIS,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,FLAVINHO,SIM,PSB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,JOSE PRIANTE,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ANIBAL GOMES,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,DELEGADO EDER MAURO,NAO,PSD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,LEOPOLDO MEYER,NAO,PSB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,JOAQUIM PASSARINHO,NAO,PSD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,PROFESSORA MARCIVANIA,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,ZE SILVA,NAO,SDD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,LEO DE BRITO,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,EDMAR ARRUDA,NAO,PSC,SIM,0
e25095aa6ef51471681a7b4c6c91d147,MANOEL JUNIOR,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,SARNEY FILHO,SIM,PV,SIM,1
e25095aa6ef51471681a7b4c6c91d147,GERALDO RESENDE,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,HERCULANO PASSOS,NAO,PSD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,GILBERTO NASCIMENTO,NAO,PSC,SIM,0
e25095aa6ef51471681a7b4c6c91d147,PEDRO PAULO,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,EVANDRO ROGERIO ROMAN,NAO,PSD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,EFRAIM FILHO,NAO,DEM,SIM,0
e25095aa6ef51471681a7b4c6c91d147,MILTON MONTI,SIM,PR,SIM,1
e25095aa6ef51471681a7b4c6c91d147,LUIZ SERGIO,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,LUIZ CARLOS RAMOS,NAO,PSDC,SIM,0
e25095aa6ef51471681a7b4c6c91d147,COVATTI FILHO,NAO,PP,SIM,0
e25095aa6ef51471681a7b4c6c91d147,CESAR HALUM,NAO,PRB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,IZALCI,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,HENRIQUE FONTANA,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,JOSI NUNES,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,EDUARDO CURY,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ATILA LIRA,NAO,PSB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,CHRISTIANE DE SOUZA YARED,SIM,PTN,SIM,1
e25095aa6ef51471681a7b4c6c91d147,LUCIANA SANTOS,SIM,PCdoB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,EVAIR DE MELO,NAO,PV,SIM,0
e25095aa6ef51471681a7b4c6c91d147,BACELAR,SIM,PTN,SIM,1
e25095aa6ef51471681a7b4c6c91d147,MARCOS MONTES,NAO,PSD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,PEDRO CUNHA LIMA,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,GEOVANIA DE SA,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ROBERTO SALES,SIM,PRB,SIM,1
e25095aa6ef51471681a7b4c6c91d147,ANGELIM,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,CAIO NARCIO,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,NELSON MEURER,NAO,PP,SIM,0
e25095aa6ef51471681a7b4c6c91d147,BETINHO GOMES,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,ROSSONI,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,DIEGO ANDRADE,NAO,PSD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,WALDENOR PEREIRA,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,RAIMUNDO GOMES DE MATOS,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,EXPEDITO NETTO,NAO,SDD,SIM,0
e25095aa6ef51471681a7b4c6c91d147,PAULO FEIJO,SIM,PR,SIM,1
e25095aa6ef51471681a7b4c6c91d147,FABIO RAMALHO,SIM,PV,SIM,1
e25095aa6ef51471681a7b4c6c91d147,OTAVIO LEITE,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,MIGUEL LOMBARDI,SIM,PR,SIM,1
e25095aa6ef51471681a7b4c6c91d147,OSMAR TERRA,NAO,PMDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,MARIO NEGROMONTE JUNIOR,SIM,PP,SIM,1
e25095aa6ef51471681a7b4c6c91d147,GIUSEPPE VECCI,NAO,PSDB,SIM,0
e25095aa6ef51471681a7b4c6c91d147,SAGUAS MORAES,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,CARLOS ZARATTINI,SIM,PT,SIM,1
e25095aa6ef51471681a7b4c6c91d147,MARCUS VICENTE,NAO,PP,SIM,0
e25095aa6ef51471681a7b4c6c91d147,SOSTENES CAVALCANTE,NAO,PSD,SIM,0
