"POLITICO";"NOME_CASA";"PARTIDO";"UF";"ID";"ANO_MANDATO";"LEGISLATURA";"URL_FOTO"
"NELSON PELLEGRINO";"NELSON PELLEGRINO";"PT";"BA";"520301";"2011";"54";"dep_520301.jpg"
"ROBERTO MAGALHÃES";"ROBERTO MAGALHAES";"PFL";"PE";"74433";"2007";"53";"sem_foto.jpg"
"ADÃO PRETTO";"ADAO PRETTO";"PT";"RS";"73886";"2007";"53";"sem_foto.jpg"
"WELLINGTON FAGUNDES";"WELLINGTON FAGUNDES";"PR";"MT";"521528";"2011";"54";"dep_521528.jpg"
"MANOEL SALVIANO";"MANOEL SALVIANO";"PSD";"CE";"520518";"2011";"54";"dep_520518.jpg"
"CARLOS SAMPAIO";"CARLOS SAMPAIO";"PSDB";"SP";"524095";"2011";"54";"dep_524095.jpg"
"DEVANIR RIBEIRO";"DEVANIR RIBEIRO";"PT";"SP";"523570";"2011";"54";"dep_523570.jpg"
"NAZARENO FONTELES";"NAZARENO FONTELES";"PT";"PI";"74491";"2011";"54";"sem_foto.jpg"
"EDMAR MOREIRA";"EDMAR MOREIRA";"PFL";"MG";"74580";"2007";"53";"sem_foto.jpg"
"PAULO BAUER";"PAULO BAUER";"PSDB";"SC";"73882";"2007";"53";"sem_foto.jpg"
"THELMA DE OLIVEIRA";"THELMA DE OLIVEIRA";"PSDB";"MT";"74286";"2007";"53";"sem_foto.jpg"
"BENJAMIN MARANHÃO";"BENJAMIN MARANHAO";"SD";"PB";"530097";"2011";"54";"dep_530097.jpg"
"ABELARDO LUPION";"ABELARDO LUPION";"DEM";"PR";"522187";"2011";"54";"dep_522187.jpg"
"ALBERTO FRAGA";"ALBERTO FRAGA";"PFL";"DF";"73579";"2007";"53";"sem_foto.jpg"
"OSMAR SERRAGLIO";"OSMAR SERRAGLIO";"PMDB";"PR";"522117";"2011";"54";"dep_522117.jpg"
"CARLOS SOUZA";"CARLOS SOUZA";"PSD";"AM";"520162";"2011";"54";"dep_520162.jpg"
"JEFFERSON CAMPOS";"JEFFERSON CAMPOS";"PSD";"SP";"523964";"2011";"54";"dep_523964.jpg"
"FERNANDO DINIZ";"FERNANDO DINIZ";"PMDB";"MG";"74658";"2007";"53";"sem_foto.jpg"
"VALDIR COLATTO";"VALDIR COLATTO";"PMDB";"SC";"74010";"2011";"54";"sem_foto.jpg"
"NELSON PROENÇA";"NELSON PROENCA";"PPS";"RS";"73907";"2007";"53";"sem_foto.jpg"
"JOSÉ MÚCIO MONTEIRO";"JOSE MUCIO MONTEIRO";"PTB";"PE";"74426";"2007";"53";"sem_foto.jpg"
"NARCIO RODRIGUES";"NARCIO RODRIGUES";"PSDB";"MG";"74108";"2011";"54";"sem_foto.jpg"
"CLÁUDIO DIAZ";"CLAUDIO DIAZ";"PSDB";"RS";"141057";"2007";"53";"sem_foto.jpg"
"TARCÍSIO ZIMMERMANN";"TARCISIO ZIMMERMANN";"PT";"RS";"73577";"2007";"53";"sem_foto.jpg"
"ANTONIO CRUZ";"ANTONIO CRUZ";"PP";"MS";"73817";"2007";"53";"sem_foto.jpg"
"TATICO";"TATICO";"PTB";"GO";"74289";"2007";"53";"sem_foto.jpg"
"SANDRA ROSADO";"SANDRA ROSADO";"PSB";"RN";"522843";"2011";"54";"dep_522843.jpg"
"JANDIRA FEGHALI";"JANDIRA FEGHALI";"PCdoB";"RJ";"530146";"2011";"54";"dep_530146.jpg"
"MARCELO GUIMARÃES FILHO";"MARCELO GUIMARAES FILHO";"PMDB";"BA";"74143";"2011";"54";"sem_foto.jpg"
"JOÃO LYRA";"JOAO LYRA";"PSD";"AL";"530006";"2011";"54";"dep_530006.jpg"
"SANDRO MABEL";"SANDRO MABEL";"PMDB";"GO";"520829";"2011";"54";"dep_520829.jpg"
"JOÃO PAULO CUNHA";"JOAO PAULO CUNHA";"PT";"SP";"73534";"2011";"54";"sem_foto.jpg"
"CUSTÓDIO MATTOS";"CUSTODIO MATTOS";"PSDB";"MG";"74579";"2007";"53";"sem_foto.jpg"
"JOSÉ EDUARDO CARDOZO";"JOSE EDUARDO CARDOZO";"PT";"SP";"74274";"2007";"53";"sem_foto.jpg"
"LOBBE NETO";"LOBBE NETO";"PSDB";"SP";"74277";"2007";"53";"sem_foto.jpg"
"ALEXANDRE SANTOS";"ALEXANDRE SANTOS";"PMDB";"RJ";"522696";"2011";"54";"dep_522696.jpg"
"GONZAGA PATRIOTA";"GONZAGA PATRIOTA";"PSB";"PE";"521901";"2011";"54";"dep_521901.jpg"
"HERMES PARCIANELLO";"HERMES PARCIANELLO";"PMDB";"PR";"522119";"2011";"54";"dep_522119.jpg"
"IVAN VALENTE";"IVAN VALENTE";"PSOL";"SP";"523546";"2011";"54";"dep_523546.jpg"
"B. SÁ";"B. SA";"PSB";"PI";"74312";"2007";"53";"sem_foto.jpg"
"DILCEU SPERAFICO";"DILCEU SPERAFICO";"PP";"PR";"522042";"2011";"54";"dep_522042.jpg"
"CARLOS SANTANA";"CARLOS SANTANA";"PT";"RJ";"74835";"2007";"53";"sem_foto.jpg"
"IRINY LOPES";"IRINY LOPES";"PT";"ES";"520657";"2011";"54";"dep_520657.jpg"
"JOSUÉ BENGTSON";"JOSUE BENGTSON";"PTB";"PA";"530090";"2011";"54";"dep_530090.jpg"
"JOSÉ PIMENTEL";"JOSE PIMENTEL";"PT";"CE";"74298";"2007";"53";"sem_foto.jpg"
"VANESSA GRAZZIOTIN";"VANESSA GRAZZIOTIN";"PCdoB";"AM";"74357";"2007";"53";"sem_foto.jpg"
"LUCIANO CASTRO";"LUCIANO CASTRO";"PR";"RR";"523023";"2011";"54";"dep_523023.jpg"
"ROBERTO FREIRE";"ROBERTO FREIRE";"PPS";"SP";"530195";"2011";"54";"dep_530195.jpg"
"LEONARDO MONTEIRO";"LEONARDO MONTEIRO";"PT";"MG";"521068";"2011";"54";"dep_521068.jpg"
"ODÍLIO BALBINOTTI";"ODILIO BALBINOTTI";"PMDB";"PR";"531977";"2011";"54";"dep_531977.jpg"
"FRANCISCO ESCÓRCIO";"FRANCISCO ESCORCIO";"PMDB";"MA";"531070";"2011";"54";"dep_531070.jpg"
"SARNEY FILHO";"SARNEY FILHO";"PV";"MA";"520939";"2011";"54";"dep_520939.jpg"
"ZEQUINHA MARINHO";"ZEQUINHA MARINHO";"PSC";"PA";"521577";"2011";"54";"dep_521577.jpg"
"PAULO RUBEM SANTIAGO";"PAULO RUBEM SANTIAGO";"PDT";"PE";"531877";"2011";"54";"dep_531877.jpg"
"MARIA LÚCIA CARDOSO";"MARIA LUCIA CARDOSO";"PMDB";"MG";"74587";"2007";"53";"sem_foto.jpg"
"ROBERTO BALESTRA";"ROBERTO BALESTRA";"PP";"GO";"520737";"2011";"54";"dep_520737.jpg"
"JORGE BITTAR";"JORGE BITTAR";"PT";"RJ";"522344";"2011";"54";"dep_522344.jpg"
"GIACOBO";"GIACOBO";"PR";"PR";"522180";"2011";"54";"dep_522180.jpg"
"ANDRÉ ZACHAROW";"ANDRE ZACHAROW";"PMDB";"PR";"522059";"2011";"54";"dep_522059.jpg"
"ARMANDO ABÍLIO";"ARMANDO ABILIO";"PTB";"PB";"74405";"2011";"54";"sem_foto.jpg"
"AROLDE DE OLIVEIRA";"AROLDE DE OLIVEIRA";"PSD";"RJ";"522534";"2011";"54";"dep_522534.jpg"
"NELSON MARQUEZELLI";"NELSON MARQUEZELLI";"PTB";"SP";"523597";"2011";"54";"dep_523597.jpg"
"JOVAIR ARANTES";"JOVAIR ARANTES";"PTB";"GO";"520853";"2011";"54";"dep_520853.jpg"
"RUBENS OTONI";"RUBENS OTONI";"PT";"GO";"520760";"2011";"54";"dep_520760.jpg"
"WILSON SANTIAGO";"WILSON SANTIAGO";"PMDB";"PB";"74044";"2007";"53";"sem_foto.jpg"
"CARLOS ALBERTO LERÉIA";"CARLOS ALBERTO LEREIA";"PSDB";"GO";"74290";"2011";"54";"sem_foto.jpg"
"EUNÍCIO OLIVEIRA";"EUNICIO OLIVEIRA";"PMDB";"CE";"74454";"2007";"53";"sem_foto.jpg"
"TAKAYAMA";"TAKAYAMA";"PSC";"PR";"522097";"2011";"54";"dep_522097.jpg"
"JOSÉ ROCHA";"JOSE ROCHA";"PR";"BA";"520341";"2011";"54";"dep_520341.jpg"
"JORGE ALBERTO";"JORGE ALBERTO";"PMDB";"SE";"74563";"2007";"53";"sem_foto.jpg"
"RAFAEL GUERRA";"RAFAEL GUERRA";"PSDB";"MG";"74590";"2007";"53";"sem_foto.jpg"
"EDUARDO VALVERDE";"EDUARDO VALVERDE";"PT";"RO";"73938";"2007";"53";"sem_foto.jpg"
"CARLOS EDUARDO CADOCA";"CARLOS EDUARDO CADOCA";"PCdoB";"PE";"521814";"2011";"54";"dep_521814.jpg"
"NÉLIO DIAS";"NELIO DIAS";"PP";"RN";"74038";"2007";"53";"sem_foto.jpg"
"GERALDO THADEU";"GERALDO THADEU";"PSD";"MG";"521216";"2011";"54";"dep_521216.jpg"
"ARIOSTO HOLANDA";"ARIOSTO HOLANDA";"PROS";"CE";"520520";"2011";"54";"dep_520520.jpg"
"LUPÉRCIO RAMOS";"LUPERCIO RAMOS";"PMDB";"AM";"73936";"2007";"53";"sem_foto.jpg"
"JACKSON BARRETO";"JACKSON BARRETO";"PTB";"SE";"77701";"2007";"53";"sem_foto.jpg"
"DR. PINOTTI";"DR. PINOTTI";"PFL";"SP";"73542";"2007";"53";"sem_foto.jpg"
"MENDES RIBEIRO FILHO";"MENDES RIBEIRO FILHO";"PMDB";"RS";"73904";"2007";"53";"sem_foto.jpg"
"AFFONSO CAMARGO";"AFFONSO CAMARGO";"PSDB";"PR";"73765";"2007";"53";"sem_foto.jpg"
"RAIMUNDO GOMES DE MATOS";"RAIMUNDO GOMES DE MATOS";"PSDB";"CE";"520511";"2011";"54";"dep_520511.jpg"
"JAIR BOLSONARO";"JAIR BOLSONARO";"PP";"RJ";"522255";"2011";"54";"dep_522255.jpg"
"FERNANDO GONÇALVES";"FERNANDO GONCALVES";"PTB";"RJ";"74842";"2007";"53";"sem_foto.jpg"
"MARCELO ORTIZ";"MARCELO ORTIZ";"PV";"SP";"74278";"2007";"53";"sem_foto.jpg"
"JULIO LOPES";"JULIO LOPES";"PP";"RJ";"530127";"2011";"54";"dep_530127.jpg"
"COSTA FERREIRA";"COSTA FERREIRA";"PSC";"MA";"74016";"2007";"53";"sem_foto.jpg"
"NILSON MOURÃO";"NILSON MOURAO";"PT";"AC";"74365";"2007";"53";"sem_foto.jpg"
"DAVI ALCOLUMBRE";"DAVI ALCOLUMBRE";"DEM";"AP";"520221";"2011";"54";"dep_520221.jpg"
"ZEZÉU RIBEIRO";"ZEZEU RIBEIRO";"PT";"BA";"74145";"2007";"53";"sem_foto.jpg"
"ARNON BEZERRA";"ARNON BEZERRA";"PTB";"CE";"520515";"2011";"54";"dep_520515.jpg"
"ÁTILA LIRA";"ATILA LIRA";"PSB";"PI";"522033";"2011";"54";"dep_522033.jpg"
"MARCONDES GADELHA";"MARCONDES GADELHA";"PSB";"PB";"74470";"2007";"53";"sem_foto.jpg"
"CLÓVIS FECURY";"CLOVIS FECURY";"PFL";"MA";"74026";"2007";"53";"sem_foto.jpg"
"PAULO LIMA";"PAULO LIMA";"PMDB";"SP";"73555";"2007";"53";"sem_foto.jpg"
"OSÓRIO ADRIANO";"OSORIO ADRIANO";"PFL";"DF";"73660";"2007";"53";"sem_foto.jpg"
"CHICO ALENCAR";"CHICO ALENCAR";"PSOL";"RJ";"522329";"2011";"54";"dep_522329.jpg"
"DAMIÃO FELICIANO";"DAMIAO FELICIANO";"PDT";"PB";"521713";"2011";"54";"dep_521713.jpg"
"JURANDIL JUAREZ";"JURANDIL JUAREZ";"PMDB";"AP";"74346";"2007";"53";"sem_foto.jpg"
"ADEMIR CAMILO";"ADEMIR CAMILO";"PROS";"MG";"521210";"2011";"54";"dep_521210.jpg"
"VICENTE ARRUDA";"VICENTE ARRUDA";"PROS";"CE";"520521";"2011";"54";"dep_520521.jpg"
"JOSÉ LINHARES";"JOSE LINHARES";"PP";"CE";"520409";"2011";"54";"dep_520409.jpg"
"SANDRO MATOS";"SANDRO MATOS";"PTB";"RJ";"74258";"2007";"53";"sem_foto.jpg"
"EDUARDO CUNHA";"EDUARDO CUNHA";"PMDB";"RJ";"522260";"2011";"54";"dep_522260.jpg"
"ÁTILA LINS";"ATILA LINS";"PSD";"AM";"520172";"2011";"54";"dep_520172.jpg"
"MARIA DO CARMO LARA";"MARIA DO CARMO LARA";"PT";"MG";"74586";"2007";"53";"sem_foto.jpg"
"RENILDO CALHEIROS";"RENILDO CALHEIROS";"PCdoB";"PE";"73801";"2007";"53";"sem_foto.jpg"
"ZENALDO COUTINHO";"ZENALDO COUTINHO";"PSDB";"PA";"74354";"2011";"54";"sem_foto.jpg"
"JUTAHY JUNIOR";"JUTAHY JUNIOR";"PSDB";"BA";"520403";"2011";"54";"dep_520403.jpg"
"REGINALDO LOPES";"REGINALDO LOPES";"PT";"MG";"521043";"2011";"54";"dep_521043.jpg"
"DIMAS RAMALHO";"DIMAS RAMALHO";"PPS";"SP";"74265";"2007";"53";"sem_foto.jpg"
"PAULO MAGALHÃES";"PAULO MAGALHAES";"PSD";"BA";"520343";"2011";"54";"dep_520343.jpg"
"CLÁUDIO MAGRÃO";"CLAUDIO MAGRAO";"PPS";"SP";"74263";"2007";"53";"sem_foto.jpg"
"RICARDO IZAR";"RICARDO IZAR";"PSD";"SP";"530206";"2011";"54";"dep_530206.jpg"
"NICE LOBÃO";"NICE LOBAO";"PFL";"MA";"74447";"2007";"53";"sem_foto.jpg"
"RODRIGO MAIA";"RODRIGO MAIA";"DEM";"RJ";"522553";"2011";"54";"dep_522553.jpg"
"JÚLIO DELGADO";"JULIO DELGADO";"PSB";"MG";"521209";"2011";"54";"dep_521209.jpg"
"WASHINGTON LUIZ";"WASHINGTON LUIZ";"PT";"MA";"74490";"2007";"53";"sem_foto.jpg"
"MANATO";"MANATO";"SD";"ES";"520647";"2011";"54";"dep_520647.jpg"
"SARAIVA FELIPE";"SARAIVA FELIPE";"PMDB";"MG";"521130";"2011";"54";"dep_521130.jpg"
